Unnamed: 0,index,upper1,upper2,upper3,lower1,lower2,alpha,power,sample_size,max_ess,obj_func,temperature,execute_time,seed
0,1001,2.6312063879873797,2.2638114177681903,2.083188320116847,0.5904482707251113,1.6877792032047283,0.0192448655887094,0.9093962254717852,94.05324936707416,176.37973005614572,1.3036301067115383,100.0,0.7595674991607666,214626905780646067208904568368899822356
1,1002,2.2758800581387373,2.2638114177681903,2.083188320116847,0.5904482707251113,1.6877792032047283,0.0243919209941116,0.9112138702087224,94.05324936707416,166.72432433454185,1.2020486815906348,99.8,0.7595674991607666,214626905780646067208904568368899822356
2,1003,2.2758800581387373,2.2638114177681903,2.083188320116847,0.5904482707251113,1.6877792032047283,0.0243919209941116,0.9284647385952168,101.2716994157881,179.52013538826307,1.390571605980863,99.6,0.7595674991607666,214626905780646067208904568368899822356
3,1004,2.264799609429247,2.2638114177681903,2.083188320116847,0.5904482707251113,1.6877792032047283,0.0246495282335757,0.928532574908748,101.2716994157881,179.14173329074097,1.386689282595554,99.4,0.7595674991607666,214626905780646067208904568368899822356
4,1005,2.264799609429247,2.2638114177681903,2.083188320116847,0.5904482707251113,1.6877792032047283,0.0246495282335757,0.9814336243002374,146.28745450291095,258.77101266295347,2.7999985374269416,99.2,0.7595674991607666,214626905780646067208904568368899822356
5,1006,2.107391660728316,2.106403469067259,1.925780371415916,0.4330403220241801,1.530371254503797,0.0361592590973086,0.9877529482886798,146.28745450291095,258.7911850479039,2.8954035739827924,99.0,0.7595674991607666,214626905780646067208904568368899822356
6,1007,2.137362620634505,2.1363744289734488,1.925780371415916,0.4330403220241801,1.530371254503797,0.0346306111101283,0.987718692179319,146.28745450291095,261.55329838596214,2.9192784948002064,98.8,0.7595674991607666,214626905780646067208904568368899822356
7,1008,2.137362620634505,2.1363744289734488,1.925780371415916,0.7347736860756076,1.530371254503797,0.0328568733839295,0.9793275243711106,146.28745450291095,244.7238332111836,2.6029186617632263,98.6,0.7595674991607666,214626905780646067208904568368899822356
8,1009,2.137362620634505,2.1363744289734488,1.925780371415916,0.083236040185985,0.8788336086141748,0.0410704376994335,0.9959083319728498,146.28745450291095,304.999165530608,3.4088156130849074,98.4,0.7595674991607666,214626905780646067208904568368899822356
9,1010,2.365524595024345,2.1363744289734488,1.925780371415916,0.083236040185985,0.8788336086141748,0.0360376868808168,0.9958749828839236,146.28745450291095,314.3895627036453,3.486506668327205,98.2,0.7595674991607666,214626905780646067208904568368899822356
10,1011,2.181816565873604,2.1363744289734488,1.925780371415916,0.083236040185985,0.8788336086141748,0.0398352511300949,0.9959005343839026,146.28745450291095,307.0320660179537,3.425408547254107,98.0,0.7595674991607666,214626905780646067208904568368899822356
11,1012,2.181816565873604,2.1363744289734488,1.925780371415916,0.1055082286835094,0.9011057971116992,0.0396612817499054,0.9956771474551754,146.28745450291095,305.11136149091965,3.4069013987481123,97.8,0.7595674991607666,214626905780646067208904568368899822356
12,1013,2.181816565873604,2.1363744289734488,1.925780371415916,0.1055082286835094,0.9011057971116992,0.0396612817499054,0.8987227780006429,65.43588789155064,136.47945873004932,0.9021005117315648,97.6,0.7595674991607666,214626905780646067208904568368899822356
13,1014,2.171803927038489,2.1263617901383336,1.915767732580801,0.0954955898483942,0.891093158276584,0.0405896916465295,0.9006194006878024,65.43588789155064,136.48700013097147,0.8991307557622693,97.4,0.7595674991607666,214626905780646067208904568368899822356
14,1015,2.0098559467662813,1.9644138098661257,1.753819752308593,-0.0664523904238134,0.7291451780043763,0.0582069855197122,0.9277768207831598,65.43588789155064,136.56649851894696,1.01525361265517,97.2,0.7595674991607666,214626905780646067208904568368899822356
15,1016,2.014083948859673,1.9686418119595177,1.758047754401985,-0.0622243883304214,0.7333731800977683,0.0576806613076783,0.9271488815977376,65.43588789155064,136.5657787866666,1.008643331508483,97.0,0.7595674991607666,214626905780646067208904568368899822356
16,1017,2.0374396584625862,1.9919975215624308,1.758047754401985,-0.0622243883304214,0.7333731800977683,0.0562454925958492,0.9266969834863564,65.43588789155064,137.45485144993333,1.0075791654102009,96.8,0.7595674991607666,214626905780646067208904568368899822356
17,1018,2.0374396584625862,1.9919975215624308,1.758047754401985,-0.0293144925482826,0.7333731800977683,0.0560750619389693,0.9254436346930854,65.43588789155064,136.7280634350514,0.9924669372136108,96.6,0.7595674991607666,214626905780646067208904568368899822356
18,1019,2.190935975279805,2.14549383837965,1.911544071219204,0.1241818242689363,0.8868694969149873,0.0397609721352616,0.8992678320199446,65.43588789155064,136.6172332824481,0.9025092348742372,96.4,0.7595674991607666,214626905780646067208904568368899822356
19,1020,2.190935975279805,2.14549383837965,1.911544071219204,0.1241818242689363,0.8868694969149873,0.0397609721352616,0.9918660602838478,129.652345304643,270.68854508989483,3.073099640432717,96.2,0.7595674991607666,214626905780646067208904568368899822356
20,1021,2.4537146246326724,2.14549383837965,1.911544071219204,0.1241818242689363,0.8868694969149873,0.0349742981641749,0.991788653016448,129.652345304643,279.62248095785867,3.1475065126692607,96.0,0.7595674991607666,214626905780646067208904568368899822356
21,1022,2.4537146246326724,2.14549383837965,1.911544071219204,0.1241818242689363,0.8868694969149873,0.0349742981641749,0.8425504805939341,54.4632526694638,117.46142122424462,1.3055620168733115,95.8,0.7595674991607666,214626905780646067208904568368899822356
22,1023,2.4537146246326724,2.14549383837965,1.911544071219204,0.1333818773362209,0.8868694969149873,0.0349340063636937,0.8420165115827735,54.4632526694638,117.28923497846664,1.3141333024995678,95.6,0.7595674991607666,214626905780646067208904568368899822356
23,1024,2.193989434998092,1.8857686487450696,1.6518188815846238,-0.1263433122983592,0.627144307280407,0.0622932310673984,0.8999160882352404,54.4632526694638,117.71442041460172,0.7869359209900804,95.4,0.7595674991607666,214626905780646067208904568368899822356
24,1025,2.193989434998092,1.8857686487450696,1.6518188815846238,-0.888680226427774,0.627144307280407,0.0644112428459401,0.9130568316492536,54.4632526694638,126.2174047859318,0.8770937975132149,95.2,0.7595674991607666,214626905780646067208904568368899822356
25,1026,2.251015568032207,1.9427947817791844,1.6518188815846238,-0.888680226427774,0.627144307280407,0.0614950024065109,0.911740889891832,54.4632526694638,127.67440617484266,0.8698696343206581,95.0,0.7595674991607666,214626905780646067208904568368899822356
26,1027,2.1444728055260778,1.8362520192730551,1.6518188815846238,-0.888680226427774,0.627144307280407,0.0673172581629248,0.9143277341582556,54.4632526694638,124.92374787083013,0.88827953746708,94.8,0.7595674991607666,214626905780646067208904568368899822356
27,1028,2.1444728055260778,1.8362520192730551,1.6518188815846238,-0.9051849301394224,0.6106396035687582,0.0674525181832859,0.9148635557616795,54.4632526694638,125.3316283087172,0.8940616035367667,94.6,0.7595674991607666,214626905780646067208904568368899822356
28,1029,2.1444728055260778,1.8362520192730551,1.6518188815846238,-0.9051849301394224,0.6106396035687582,0.0674525181832859,0.989911456081492,96.33801718326552,221.6944080479225,2.731285952956838,94.4,0.7595674991607666,214626905780646067208904568368899822356
29,1030,2.0831767900379217,1.774956003784899,1.5905228660964676,-0.9664809456275784,0.5493435880806021,0.0763291403449249,0.991514894084135,96.33801718326552,221.5139186865225,2.8348655299968666,94.2,0.7595674991607666,214626905780646067208904568368899822356
30,1031,2.0831767900379217,1.774956003784899,1.5905228660964676,-0.3718467308399136,1.1439778028682672,0.0660080057432939,0.9795473257249188,96.33801718326552,192.72316337351737,2.265161226123876,94.0,0.7595674991607666,214626905780646067208904568368899822356
