,index,upper1,upper2,upper3,lower1,lower2,alpha,power,sample_size,max_ess,obj_func,execute_time,seed
0,1001,9.335057892580314,7.184669598776681,3.6828293590540078,-3.286862922009483,-0.07670848217008386,0.00011532978164786036,0.877406961794231,140.842199087989,422.4860328152987,3.2030416873463174,1.528350830078125,212632137911605377341226484709295757968
1,1002,7.6340557853093785,7.580415839403894,4.548433468468228,-2.204843145959991,0.713419674893577,2.7023361002219472e-06,0.2413243747392534,88.76805768550382,266.25028321725404,68.99076030737031,1.528350830078125,212632137911605377341226484709295757968
2,1003,3.770001052267904,3.2586627103923154,2.6025084648835843,-2.3376950370548606,-0.09327924828206946,0.004856929877778533,0.8308946993463129,75.81422879202043,219.92122578353784,2.4769637964925355,1.528350830078125,212632137911605377341226484709295757968
3,1004,6.969852347879108,5.912036846939962,4.291310059884959,-0.32974413043134465,0.38681277044421947,8.879649131561499e-06,0.6458137651533122,130.60268554545058,390.076585361027,12.875430758468696,1.528350830078125,212632137911605377341226484709295757968
4,1005,7.038131827339136,3.768702455307256,2.1303094985762785,-5.022664597345764,-1.4538096668161589,0.016575127565439003,0.9649708630270967,93.2541541208922,278.91674491105584,2.6323098675228604,1.528350830078125,212632137911605377341226484709295757968
5,1006,10.426165785366384,7.200420369221281,4.117517354716869,0.1895021930162617,3.4125607831256213,1.1155319630663998e-05,0.23647673492566934,79.7096352192977,234.4627791816598,69.77244392713156,1.528350830078125,212632137911605377341226484709295757968
6,1007,7.858099243789774,6.697990862996031,3.008036703460048,-0.4555807562385561,2.2247587327053697,0.0010152064134841114,0.10847638616593402,21.320740434131455,63.41681560067268,97.35727268555655,1.528350830078125,212632137911605377341226484709295757968
7,1008,7.4481639656787415,5.068118690442401,4.235666579546781,-3.0069010799893627,0.3969370170801976,1.148706613487183e-05,0.7919028513942254,152.91759825598277,455.7585413116226,5.143034687310104,1.528350830078125,212632137911605377341226484709295757968
8,1009,5.172403695908985,3.153129292314265,2.215726220559533,1.2215355498549743,2.0744504426187373,0.005460083607016257,0.8531275113482037,109.21721138827427,233.29860625075656,2.1579317023283133,1.528350830078125,212632137911605377341226484709295757968
9,1010,5.2407295597375665,4.832540816873562,0.9660703802770154,-4.092624789539986,-0.7176186749229161,0.1667993636798151,0.9929451403682051,70.33915827293396,210.61870574038656,4.800912333851581,1.528350830078125,212632137911605377341226484709295757968
10,1011,9.580791334303804,6.536604440783103,4.566526253851519,0.29771724068946437,0.793186689910661,2.475802196946851e-06,0.46542068129319514,120.4499361023325,359.29308826918935,31.828650057126623,1.528350830078125,212632137911605377341226484709295757968
11,1012,9.155871525449694,5.582727034527985,4.1371958675934914,1.9062477565435563,2.506955822150091,1.3292315490351018e-05,0.04238567185816711,38.204897079315366,101.36738856443137,114.41989587695915,1.528350830078125,212632137911605377341226484709295757968
12,1013,6.883861935258855,5.228770253521642,3.7556046096101543,-1.9638515757673538,0.9694363804937494,8.646769988373269e-05,0.5055770104321461,85.26050277798332,252.94232334312304,26.005854994783206,1.528350830078125,212632137911605377341226484709295757968
13,1014,9.405022542267199,6.098440227853202,3.400192092751979,-0.8148855701162319,1.9116756498058454,0.00032399209946282507,0.9151161653662302,138.37237741595413,410.05838674857137,3.075756532220309,1.528350830078125,212632137911605377341226484709295757968
14,1015,8.887075707768508,5.852723036253234,4.623982962282393,0.4378384198056908,4.190890498472209,6.306639926432194e-07,0.40222514950750754,145.64242117979788,377.6506783797471,41.03033735002646,1.528350830078125,212632137911605377341226484709295757968
15,1016,3.3050199162472413,-0.5576498224334563,-0.6874198593452616,-5.298451521621438,-2.630906958555821,0.8147259330216781,0.9998467395452311,92.46811405261167,211.1771129485387,93.0540929000121,1.528350830078125,212632137911605377341226484709295757968
16,1017,10.075481807195942,6.564843896720475,4.415558490737674,1.572603305821291,3.0371199861976197,4.193102058559692e-06,0.30961747858007205,96.46298520560302,277.31050455909156,55.91323899255966,1.528350830078125,212632137911605377341226484709295757968
17,1018,2.7668594818887993,1.0637181991817328,-0.44227483574690374,-5.922109155095854,-3.23629199173189,0.671311705605516,0.9998627823478385,80.24017194979325,228.88328307638045,62.5280449474368,1.528350830078125,212632137911605377341226484709295757968
18,1019,6.480685042799724,3.7504796945609633,1.868769440722991,-3.745812537799707,-1.1141264525288905,0.030828077333299123,0.90579007161021,60.839128146920004,181.6008062300975,1.2399115951932573,1.528350830078125,212632137911605377341226484709295757968
19,1020,6.233635597763271,4.1206893869657755,3.886346202494587,3.0749214017367077,3.6226385329703823,1.2904249693661117e-05,0.04104691043813791,53.49371360468837,100.97302545229972,114.77158996229956,1.528350830078125,212632137911605377341226484709295757968
20,1021,9.031095315806109,5.336401233929692,2.0841872078897836,-0.062296955437896706,1.1733102954004004,0.016393758251556458,0.9638296556595422,98.74352765391045,291.23316614557046,2.6914251389857156,1.528350830078125,212632137911605377341226484709295757968
21,1022,5.404325262534285,2.24362224231239,-0.9989029451061253,-4.4722856579589525,-3.3825492495351037,0.8410594501366742,1.0000328323677203,65.42917224296252,195.44620456179769,99.27316392643385,1.528350830078125,212632137911605377341226484709295757968
22,1023,1.087719728102883,-0.08939289446753684,-0.4845406871877673,-6.864554314860056,-3.0629167629405085,0.7256640206540488,0.9986498863307206,35.43118453981169,82.09557692646945,72.40522645409642,1.528350830078125,212632137911605377341226484709295757968
23,1024,8.92427124028199,5.144200019990027,2.779915143117215,-4.589832761681597,-1.0150012108472972,0.00271865458641687,0.8615231152423474,89.73437882178736,269.015276430365,2.3179791339799642,1.528350830078125,212632137911605377341226484709295757968
24,1025,3.2016558274560674,3.1444653038686297,1.728770191599196,-0.535678476243449,0.292250604892732,0.04113247293397942,0.9935717563887434,110.39356647492612,304.29298044558607,3.335817048065006,1.528350830078125,212632137911605377341226484709295757968
25,1026,10.025937795937615,6.5335825305783075,4.485353383326873,-1.204260351125762,1.0072842224770162,3.639653759603371e-06,0.12119767918698265,65.98845587639622,197.57987472119046,95.16367791435628,1.528350830078125,212632137911605377341226484709295757968
