Unnamed: 0,index,upper1,upper2,upper3,lower1,lower2,alpha,power,sample_size,max_ess,obj_func,temperature,execute_time,seed
0,1001,8.947474061813264,5.023488763098272,3.859241748776747,-0.1918375142526587,3.055151293546281,3.873255677052589e-05,0.2545554281279654,68.44728745353467,183.00916906816147,65.79037431443633,100.0,0.9511444568634032,125101391542437452498940694524181704063
1,1002,7.210547644315007,5.023488763098272,3.859241748776747,-0.1918375142526587,3.055151293546281,3.873258357932342e-05,0.0846632951595095,68.44728745353467,111.40758995480124,103.58190792241471,99.8,0.9511444568634032,125101391542437452498940694524181704063
2,1003,7.877982650027268,5.690923768810533,3.859241748776747,-0.1918375142526587,3.055151293546281,3.8667781495017294e-05,0.2545110248745738,68.44728745353467,192.4625471837028,65.86053753824007,99.6,0.9511444568634032,125101391542437452498940694524181704063
3,1004,8.975827896951046,5.690923768810533,3.859241748776747,-0.1918375142526587,3.055151293546281,3.866776388169648e-05,0.254510946331278,68.44728745353467,192.46246847249176,65.86055265826936,99.4,0.9511444568634032,125101391542437452498940694524181704063
4,1005,8.975827896951046,5.690923768810533,3.859241748776747,0.6174014048184837,3.055151293546281,3.8494736811969294e-05,0.2537196088272679,68.44728745353467,191.96981192475835,66.01493466556484,99.2,0.9511444568634032,125101391542437452498940694524181704063
5,1006,8.714853311436709,5.690923768810533,3.859241748776747,0.6174014048184837,3.055151293546281,3.849482558305583e-05,0.2537200290384309,68.44728745353467,191.97007831264224,66.01485266641085,99.0,0.9511444568634032,125101391542437452498940694524181704063
6,1007,8.714853311436709,5.690923768810533,3.859241748776747,0.6174014048184837,3.055151293546281,3.849482558305583e-05,0.2703092561668794,70.6261890591608,198.08127899385832,62.79156341508311,98.8,0.9511444568634032,125101391542437452498940694524181704063
7,1008,6.313848087171848,3.289918544545672,1.458236524511885,-1.7836038194463786,0.6541460692814187,0.0664719217894226,0.968375110318248,70.6261890591608,198.57154590573563,2.0506733400114774,98.6,0.9511444568634032,125101391542437452498940694524181704063
8,1009,6.313848087171848,3.289918544545672,1.458236524511885,-1.9703830578583243,0.4673668308694729,0.0691345008404833,0.9720429694082886,70.6261890591608,200.66525911073109,2.15826188783451,98.4,0.9511444568634032,125101391542437452498940694524181704063
9,1010,6.313848087171848,3.289918544545672,1.458236524511885,-1.5755179779070794,0.4673668308694729,0.069114380260251,0.972003943934302,70.6261890591608,200.5558585091008,2.1565670005911564,98.2,0.9511444568634032,125101391542437452498940694524181704063
10,1011,6.313848087171848,3.289918544545672,1.458236524511885,-1.474430892929436,0.4673668308694729,0.0691003770536913,0.9719757115314184,70.6261890591608,200.40942941372364,2.1549079931780653,98.0,0.9511444568634032,125101391542437452498940694524181704063
11,1012,6.29053234795936,3.266602805333184,1.458236524511885,-1.474430892929436,0.4673668308694729,0.0691011452809109,0.9719765615267452,70.6261890591608,200.13043896206548,2.1531215063426585,97.8,0.9511444568634032,125101391542437452498940694524181704063
12,1013,6.29053234795936,3.266602805333184,1.458236524511885,-0.8013927180419649,0.4673668308694729,0.0685781449485351,0.9707727610407128,70.6261890591608,198.95374878670188,2.1159610804619997,97.6,0.9511444568634032,125101391542437452498940694524181704063
13,1014,6.29053234795936,3.266602805333184,1.458236524511885,-0.27160265156061,0.4673668308694729,0.0662688482537725,0.9643406852919734,70.6261890591608,195.31016941360835,1.9459547392735868,97.4,0.9511444568634032,125101391542437452498940694524181704063
14,1015,7.109936915934949,4.086007373308773,1.458236524511885,-0.27160265156061,0.4673668308694729,0.0662614784344107,0.9643177690578972,70.6261890591608,180.5089462350312,1.8494445142997955,97.2,0.9511444568634032,125101391542437452498940694524181704063
15,1016,7.109936915934949,4.086007373308773,1.458236524511885,-2.39497759448134,-1.656008112051257,0.0723864751009881,0.975668443189994,70.6261890591608,211.52238009280288,2.332059039065287,97.0,0.9511444568634032,125101391542437452498940694524181704063
16,1017,5.653925338096029,2.629995795469853,0.0022249466729653,-3.85098917232026,-3.1120196898901766,0.4991031410717472,0.9997142865808232,70.6261890591608,211.50200299393197,33.99567893821236,96.8,0.9511444568634032,125101391542437452498940694524181704063
17,1018,5.571255190214805,2.629995795469853,0.0022249466729653,-3.85098917232026,-3.1120196898901766,0.4991031410257686,0.999713894006424,70.6261890591608,211.5020050513253,33.99566687678668,96.6,0.9511444568634032,125101391542437452498940694524181704063
18,1019,6.027227734207539,3.085968339462587,0.0022249466729653,-3.85098917232026,-3.1120196898901766,0.4991088109521337,0.9996607259814224,70.6261890591608,211.73300674301808,33.99631644928697,96.4,0.9511444568634032,125101391542437452498940694524181704063
