,index,upper1,upper2,upper3,lower1,lower2,best_n,f_min
0,1001,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
1,1002,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
2,1003,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
3,1004,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
4,1005,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
5,1006,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
6,1007,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
7,1008,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
8,1009,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
9,1010,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
10,1011,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
11,1012,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
12,1013,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
13,1014,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
14,1015,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
15,1016,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
16,1017,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
17,1018,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
18,1019,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
19,1020,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
20,1021,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
21,1022,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
22,1023,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
23,1024,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
24,1025,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
25,1026,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
26,1027,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
27,1028,2.291016592184565,2.1294644500292357,1.811625313684122,-0.20838748110520866,0.7340879903549649,67.1422197755497,0.8139718425172278
