,index,upper1,upper2,upper3,lower1,lower2,alpha,power,sample_size,max_ess,obj_func,temperature,execute_time,seed
0,1001,3.3438075386707617,2.99389009174192,2.180734893395437,-0.8518818525828489,0.7362841695928912,0.014843570229033815,0.6848432627815072,42.74087567804245,115.26966652794782,8.07424632812536,50.0,1.5208582878112793,35550994025318530904597137061326205722
1,1002,6.038965057278893,2.99389009174192,2.180734893395437,-0.8518818525828489,0.7362841695928912,0.014635507904185347,0.6843127747141626,42.74087567804245,116.42129794224081,8.1192109868208,49.9,1.5208582878112793,35550994025318530904597137061326205722
2,1003,6.866460148425174,2.99389009174192,2.180734893395437,-0.8518818525828489,0.7362841695928912,0.01463546426602774,0.6843117912715007,42.74087567804245,116.42053412330041,8.119271902739673,49.8,1.5208582878112793,35550994025318530904597137061326205722
3,1004,7.208978222418217,3.336408165734963,2.180734893395437,-0.8518818525828489,0.7362841695928912,0.01438985746999945,0.6831540382160067,42.74087567804245,119.39124481111816,8.21842363845969,49.7,1.5208582878112793,35550994025318530904597137061326205722
4,1005,7.208978222418217,3.336408165734963,2.180734893395437,-0.8518818525828489,0.7362841695928912,0.01438985746999945,0.6863755205117478,43.032760857503355,120.206589255463,8.009946033141757,49.6,1.5208582878112793,35550994025318530904597137061326205722
5,1006,7.298913865940901,3.426343809257647,2.2706705369181206,-0.7619462090601652,0.8262198131155749,0.011394380481122937,0.6535353743850199,43.032760857503355,120.16456418615428,10.373044277479941,49.5,1.5208582878112793,35550994025318530904597137061326205722
6,1007,7.298913865940901,3.426343809257647,2.2706705369181206,-0.7619462090601652,0.8262198131155749,0.011394380481122937,0.6277383038186516,40.835502652176714,114.02894635727958,12.39600782423639,49.4,1.5208582878112793,35550994025318530904597137061326205722
7,1008,7.298913865940901,3.426343809257647,2.2706705369181206,0.26050685942810725,1.8486728816038474,0.00761007752731564,0.5196952780655915,40.835502652176714,102.53587997640199,23.237029947715538,49.3,1.5208582878112793,35550994025318530904597137061326205722
8,1009,7.298913865940901,3.426343809257647,2.2706705369181206,0.42422374477632774,1.8486728816038474,0.007484455781214686,0.5141139289650007,40.835502652176714,101.58182779586168,23.891685470288966,49.2,1.5208582878112793,35550994025318530904597137061326205722
9,1010,7.298913865940901,3.426343809257647,2.2706705369181206,-0.4370779692103257,0.9873711676171937,0.01116931308352862,0.6222835964043636,40.835502652176714,112.2920600926891,12.84986990882414,49.1,1.5208582878112793,35550994025318530904597137061326205722
10,1011,7.104347712637456,3.426343809257647,2.2706705369181206,-0.4370779692103257,0.9873711676171937,0.011169335044921826,0.6222842835378315,40.835502652176714,112.29232524091299,12.849812534002456,49.0,1.5208582878112793,35550994025318530904597137061326205722
11,1012,5.473989476456603,3.426343809257647,2.2706705369181206,-0.4370779692103257,0.9873711676171937,0.011169498712868204,0.6222891857483808,40.835502652176714,112.29187377253122,12.849387925564088,48.9,1.5208582878112793,35550994025318530904597137061326205722
12,1013,5.473989476456603,3.426343809257647,2.2706705369181206,-0.4370779692103257,0.9873711676171937,0.011169498712868204,0.9463574857079288,92.38868724582846,254.05586151423077,2.2118128138157314,48.8,1.5208582878112793,35550994025318530904597137061326205722
13,1014,3.5012551369636444,1.4536094697646886,0.2979361974251624,-2.409812308703284,-0.9853631718757645,0.3831419226951443,0.9997884090955079,92.38868724582846,256.0310166079079,20.303935264333195,48.699999999999996,1.5208582878112793,35550994025318530904597137061326205722
14,1015,5.473989476456603,3.426343809257647,2.2706705369181206,-0.6673827935073691,0.7570663433201505,0.011429942346963496,0.9491384107590419,92.38868724582846,258.5515435739553,2.2788068178604837,48.6,1.5208582878112793,35550994025318530904597137061326205722
15,1016,3.618180563205285,1.5705348960063292,0.414861623666803,-2.523191706758687,-1.098742569931167,0.3402025449139685,0.9997143195398616,92.38868724582846,259.9438745567793,16.20107781855427,48.5,1.5208582878112793,35550994025318530904597137061326205722
16,1017,3.618180563205285,1.5705348960063292,0.414861623666803,-1.9205249522522159,-1.098742569931167,0.3397642748692733,0.999715584836431,92.38868724582846,258.2258839279701,16.15078975614794,48.4,1.5208582878112793,35550994025318530904597137061326205722
17,1018,3.618180563205285,1.5705348960063292,0.414861623666803,-1.9205249522522159,-1.098742569931167,0.3397642748692733,0.9998507117420867,103.92907372825252,290.481202091723,16.364193986066063,48.3,1.5208582878112793,35550994025318530904597137061326205722
18,1019,3.0003559731315694,0.9527103059326136,-0.20296296640691258,-2.5383495423259315,-1.7165671600048826,0.5824035857928561,0.9999442353539462,103.92907372825252,288.6753267010034,47.10663106814103,48.199999999999996,1.5208582878112793,35550994025318530904597137061326205722
19,1020,3.0003559731315694,0.9527103059326136,-0.20296296640691258,-2.492317615455718,-1.670535233134669,0.5822699188188769,0.9999448684870005,103.92907372825252,288.1173264577592,47.0810934668486,48.1,1.5208582878112793,35550994025318530904597137061326205722
20,1021,3.7780350489863763,0.9527103059326136,-0.20296296640691258,-2.492317615455718,-1.670535233134669,0.5822681752131312,0.9999247750935124,103.92907372825252,288.25315273142405,47.08106940733356,48.0,1.5208582878112793,35550994025318530904597137061326205722
21,1022,3.7780350489863763,0.9527103059326136,-0.20296296640691258,-2.5391599467193298,-1.670535233134669,0.5823156854330434,0.9999238078326413,103.92907372825252,288.37160757574213,47.089604707379294,47.9,1.5208582878112793,35550994025318530904597137061326205722
22,1023,2.9501100360886188,0.12478529303485608,-1.0308879793046701,-3.3670849596170873,-2.4984602460324266,0.8509761850151045,0.9999364678485072,103.92907372825252,264.10396727240396,102.14926828283133,47.8,1.5208582878112793,35550994025318530904597137061326205722
23,1024,3.7780350489863763,0.9527103059326136,-0.20296296640691258,-2.5391599467193298,-1.670535233134669,0.5823156854330434,0.9998580935472944,74.68042953053175,207.21569188008493,46.56110473493935,47.699999999999996,1.5208582878112793,35550994025318530904597137061326205722
24,1025,4.420898543109441,0.9527103059326136,-0.20296296640691258,-2.5391599467193298,-1.670535233134669,0.5823157504141313,0.999887013335068,74.68042953053175,207.22074537902733,46.562038638708685,47.599999999999994,1.5208582878112793,35550994025318530904597137061326205722
25,1026,4.420898543109441,0.9527103059326136,-0.20296296640691258,-2.3929323220595164,-1.670535233134669,0.5821331829758923,0.9998858159895528,74.68042953053175,206.91420721645733,46.530056789527606,47.5,1.5208582878112793,35550994025318530904597137061326205722
26,1027,4.131828557882837,0.66364032070601,-0.49203295163351624,-2.68200230728612,-1.9596052183612727,0.6908255010714631,0.9999377312088816,74.68042953053175,202.84665801105083,66.15800340163125,47.4,1.5208582878112793,35550994025318530904597137061326205722
27,1028,3.5806038455388096,0.66364032070601,-0.49203295163351624,-2.68200230728612,-1.9596052183612727,0.6908251273276151,0.999912106112885,74.68042953053175,202.8354310081665,66.15706730599513,47.3,1.5208582878112793,35550994025318530904597137061326205722
28,1029,3.5806038455388096,0.66364032070601,-0.49203295163351624,-2.93968745236079,-2.217290363435942,0.6912069292232506,0.9999088137323502,74.68042953053175,203.91875422568927,66.23944697439066,47.199999999999996,1.5208582878112793,35550994025318530904597137061326205722
29,1030,3.0089411797057037,0.66364032070601,-0.49203295163351624,-2.93968745236079,-2.217290363435942,0.6912051678085147,0.9999036827694315,74.68042953053175,203.83232167752277,66.23838002746902,47.099999999999994,1.5208582878112793,35550994025318530904597137061326205722
30,1031,3.0089411797057037,0.66364032070601,-0.49203295163351624,-4.136487276786763,-3.414090187861915,0.6913307334763938,0.9998771635304426,74.68042953053175,204.9775832926906,66.26981747982201,47.0,1.5208582878112793,35550994025318530904597137061326205722
31,1032,2.234090287296026,-0.111210571703667,-0.49203295163351624,-4.136487276786763,-3.414090187861915,0.7267199397946174,0.9999518309977973,74.68042953053175,182.4071529391828,73.31595415804651,46.9,1.5208582878112793,35550994025318530904597137061326205722
32,1033,3.821717216852946,-0.111210571703667,-0.49203295163351624,-4.136487276786763,-3.414090187861915,0.7267260672869083,0.999900489859836,74.68042953053175,183.36132900821167,73.32184083178403,46.8,1.5208582878112793,35550994025318530904597137061326205722
33,1034,3.821717216852946,-0.111210571703667,-0.49203295163351624,-4.605665494018074,-3.8832684050932267,0.7267320269289291,0.9998914097260678,74.68042953053175,183.38367140231838,73.32294951115526,46.699999999999996,1.5208582878112793,35550994025318530904597137061326205722
34,1035,3.821717216852946,-0.111210571703667,-0.49203295163351624,-4.605665494018074,-3.8832684050932267,0.7267320269289291,0.9998575808895469,62.90314133916572,154.46381515450457,73.13429843339388,46.599999999999994,1.5208582878112793,35550994025318530904597137061326205722
35,1036,3.821717216852946,-0.111210571703667,-0.49203295163351624,-2.607342382533303,-1.8849452936084552,0.7259559950048172,0.999879900222095,62.90314133916572,152.1927238874037,72.95843761074462,46.5,1.5208582878112793,35550994025318530904597137061326205722
36,1037,5.2457976807261915,1.3128698921695783,0.9320475122397291,-1.1832619186600573,-0.4608648297352098,0.19398056289608684,0.9894516833400693,62.90314133916572,160.20070026013383,5.468274334298231,46.400000000000006,1.5208582878112793,35550994025318530904597137061326205722
37,1038,5.2457976807261915,1.3128698921695783,0.9320475122397291,-2.813977817744704,-0.4608648297352098,0.19531794131976732,0.9901891596148432,62.90314133916572,165.04959267841392,5.5797925769890595,46.300000000000004,1.5208582878112793,35550994025318530904597137061326205722
