upper1,upper2,upper3,lower1,lower2,n,output
1.9921851155228865,1.9921851155228865,1.9921851155228865,-1.9921851155228865,-1.9921851155228865,19.962920114167765,1.0
2.9611213067602513,2.0938289559261447,1.7096041835611673,-2.9611213067602513,-2.0938289559261447,17.553980218475722,1.0
2.119577478632703,1.8734595104893361,1.8356079417852893,6.285533994301575e-16,1.1240757062936024,21.321176322438987,1.0
2.992003339691297,1.2868770528462086,-0.152362908970037,0.5673643696978469,3.0,11.853599382191657,0.0
2.81934415959466,2.4794898000445786,1.0301407028801162,-2.699809718793442,3.0,13.631459642002417,0.0
2.934717214495502,-2.7450899806923545,-2.1281487950288263,2.887139778502329,-3.0,22.822915848961717,0.0
2.8915532741926078,-1.3896757896145322,-0.5564037195047546,2.9634024420745178,-3.0,29.849949501993656,0.0
2.754108613785399,0.2695180534541844,-2.322101644323007,2.7180744488377577,3.0,11.095174680109327,0.0
2.9442021185881693,-2.9265476400018593,-1.1063287692321304,2.9307190267292613,3.0,10.737742018071659,0.0
2.98450437423105,0.4306657926487296,0.5625930010804863,2.950032175101928,-1.677652726768438,28.507248986025832,0.0
2.8060688767030686,0.8761572701224357,1.650158788675146,-2.8437301416358602,3.0,10.774459557367287,0.0
-2.3879552350542617,2.723378376906329,1.0822712037343705,2.634717760548838,0.909432433795823,28.565188019936997,0.0
2.91613378183039,2.1230841064909667,1.5500039012811804,-0.056554996238711415,1.4267693162927495,10.186310089204277,1.0
-2.9205912828088745,-2.943487555800817,1.7699395566176246,-0.012271949488350628,-3.0,27.728870465718767,0.0
2.4467716193109053,2.410606606822168,1.9124426164797004,-1.5517676960585514,3.0,10.13293383428914,0.0
2.3583142687265677,2.2481980130237824,2.076257614546974,-0.9781063333647837,-3.0,29.49584376219788,0.0
-2.9630594715577154,-2.300622113268443,2.033154048115708,-1.6298665165003245,-3.0,14.364284717090722,0.0
2.554951354676412,2.5350913456872886,2.1591199379436605,-1.5691402658397597,-1.7613241123993533,28.133276599405963,0.0
2.8151806787865996,2.7753754027100856,1.949170429392059,2.392630345279169,-3.0,25.96242824002308,0.0
2.7460419440914183,2.9902322155055785,2.0062954636651793,-2.099181861061007,3.0,25.80344315693296,0.0
2.4142341923171076,2.655862764540758,1.7998399942704215,0.08455252702124909,3.0,13.605678982224386,0.0
2.9313510711847357,0.21419741378883436,1.872002410981969,-2.1523640090772957,3.0,11.491834037690634,0.0
0.20808602758566466,2.8292575293100404,1.8189335908656061,1.0130260809660474,-3.0,29.766826655643037,0.0
-2.244484775707364,-2.293246951673301,1.7365968862140575,0.41000433079780707,-3.0,29.871123970116805,0.0
0.4692131133440694,2.9598305263571865,1.958905015348133,-2.5167022661912086,3.0,11.74947215759438,0.0
2.9252306932917924,2.786169515177779,2.1158895691314417,-0.9087512415900436,-3.0,19.66925076229483,0.0
2.678314281262606,2.7363241506758573,1.3860487484630784,-2.831634900476067,-3.0,13.32452349537364,0.0
-0.42803042799899665,-2.7401772872303187,1.820420249564344,-2.3360133648566044,3.0,21.712480425863397,0.0
2.666645944506546,2.7492418685326134,1.751364138979543,0.26276411333407174,3.0,11.467783685812043,0.0
2.731377483114756,2.4429514852924767,1.8619988037907036,-1.8447744609454182,-2.752515121032837,12.008108081184151,0.0
2.731795542152463,2.535359573358727,1.7793401187636755,-2.755030444750974,0.563305842773781,10.48906875417771,1.0
2.6620768274856985,2.7641320719645384,1.684716715041906,-2.2140503620528915,-3.0,21.183142252716262,0.0
2.630773422599555,1.985588912764689,1.8508480489746162,-0.639717709887609,3.0,28.777912712973418,0.0
-2.6984416938282516,-2.9932281810391217,1.9735564500197758,1.6174805908480157,-3.0,13.75541012677135,0.0
2.173752843160581,-0.1328106024000005,1.84361780491231,1.0385840470664252,-3.0,11.69846782418664,0.0
1.0045389794909128,2.577896337023345,1.882682632989128,-2.5442296612945294,-3.0,13.056174605493501,0.0
2.842326119494457,-0.9744089350104099,1.7002437001538846,1.2444840361633585,3.0,13.320739972324548,0.0
2.0659144011279307,1.9795870829638615,2.0063147337235945,-1.40562064557957,-3.0,16.50002340992969,0.0
2.315894298748872,2.9060418839319047,1.9838943256267991,1.080131879346244,3.0,28.553458013321986,0.0
-2.2750555126237804,-2.2401189404900035,2.049824748909895,-2.9804992368879546,1.11987973782792,11.525387775567166,0.0
-0.08469966649181267,2.254790591150712,1.9396947171774301,-1.2982321946393052,3.0,10.560213512165356,0.0
-0.16287353035974478,2.903436297421822,1.699103296321305,1.3072014708135182,-3.0,28.104212092098187,0.0
2.959159548908967,2.654577474279452,1.6661827471959019,-1.9121244856364499,-3.0,15.106346512169903,0.0
2.5967176891190884,0.9991446587347337,1.7214682462438506,-1.9589240312149248,3.0,14.0743822700632,0.0
1.19706754512702,2.121494777088734,1.7213480999498683,-2.8405882819630337,-3.0,12.208996096007981,0.0
2.8079603266786353,2.2870738839926363,1.8418693724628528,-0.6342911562532361,3.0,14.618642276953416,0.0
-1.2932283082344647,-0.12423267176625236,1.8614084922986058,0.3032717105915299,2.2626470462993766,29.36383533704768,0.0
2.9249739967773385,0.3265972779627827,1.831747802288451,2.4953782381929277,-3.0,25.446006006958118,0.0
2.5164310940704318,2.3771331407893874,1.889139663353279,1.075199043722316,3.0,24.424547061881647,0.0
1.9385306954245454,1.1938780804736708,1.8534396681511844,0.32403701361839965,0.0014249223889600492,28.496631482886052,0.0
2.244718672444493,2.32739230457269,1.9834417428698856,-0.8639122861144369,-3.0,15.203074164913367,0.0
-2.8315458470134107,-2.700262494016052,2.0457518333255,0.44401048175189384,-3.0,23.370258933632094,0.0
-2.732308933282224,-2.461097498961506,1.9974921254527807,1.0447493140464592,2.4463460067163214,27.320415733225946,0.0
2.4624793395673694,2.6384628780406905,2.031037066081104,-1.4478531284770992,3.0,21.20892283065671,0.0
-1.9169298355087674,-2.380926032536822,1.9635308106974363,-1.3877731569736564,-2.25345458441314,26.869873915692455,0.0
2.104201982292124,-1.4661725630781646,1.709096991329371,-2.942371687889036,2.5819998717286174,24.645182270172615,0.0
