upper1,upper2,upper3,lower1,lower2,n,output
1.9921862334012985,1.9921862334012985,1.9921862334012985,-1.9921862334012985,-1.9921862334012985,19.962932872230233,1.0
2.9611276795056085,2.0938334621376016,1.709607862867415,-2.9611276795056085,-2.0938334621376016,17.55407744772856,1.0
2.119577478632703,1.8734595104893361,1.8356079417852893,6.285533994301575e-16,1.1240757062936024,21.32118541737691,1.0
2.966342962420116,1.9106293073275866,-0.15232404940246252,0.7616651031805971,3.0,11.481499786509481,0.0
2.9972567817412643,1.6690897333131838,1.0302375411361517,-2.3661181699353175,3.0,11.413634081322195,0.0
3.0,2.121422287903227,-2.1276140077664887,3.0,-3.0,27.853718655352065,0.0
3.0,3.0,-0.5556342300141247,3.0,-3.0,30.0,0.0
2.8690796286221842,1.3741485570697225,-2.32256809318451,2.790795462995565,3.0,14.56796480011079,0.0
3.0,3.0,-1.1064194716046059,3.0,3.0,30.0,0.0
2.9722352366426557,1.799624842359723,0.5635653123150198,2.6332576595651527,-1.6734013881590424,25.027260269977408,0.0
3.0,3.0,1.6503013353487999,-3.0,3.0,10.0,0.0
-3.0,-3.0,1.0825645137810922,3.0,0.918537183086677,30.0,0.0
3.0,3.0,1.5137688582992894,-3.0,1.3405474282600243,10.0,1.0
3.0,0.5275458251144612,2.122801216556887,-3.0,-3.0,29.45834115604087,0.0
-3.0,-3.0,1.7652251934086207,-3.0,-3.0,30.0,0.0
3.0,3.0,1.913834166875179,3.0,3.0,10.0,0.0
3.0,3.0,2.0627649699058144,-3.0,-3.0,30.0,1.0
3.0,3.0,1.2365762859112766,-3.0,-3.0,10.0,1.0
2.2276270917174594,2.953823073305851,1.1680053087647726,-2.3748874411682146,1.3813765228732173,10.732215571195502,0.0
3.0,3.0,1.7338740978949005,3.0,-3.0,10.0,0.0
-3.0,-3.0,1.799187259923492,-3.0,-3.0,30.0,0.0
-3.0,-3.0,1.8751679737140046,-3.0,3.0,30.0,0.0
3.0,3.0,1.9520747063537378,3.0,3.0,10.0,0.0
-3.0,-3.0,1.3190100395422657,-3.0,3.0,30.0,0.0
2.1262946946668633,-3.0,1.1958763480002452,-2.0921511366740604,-3.0,30.0,0.0
3.0,3.0,0.909430819048269,-3.0,3.0,10.0,0.0
3.0,3.0,1.125957559965212,-3.0,3.0,10.0,0.0
3.0,3.0,1.8183303842186163,-3.0,3.0,30.0,0.0
-3.0,-3.0,1.8580562439027042,3.0,-3.0,10.0,0.0
-3.0,-3.0,1.7233570557850193,-3.0,-3.0,30.0,0.0
3.0,3.0,1.7800868287788931,3.0,-3.0,10.0,0.0
3.0,-3.0,1.8999152343345849,-3.0,3.0,30.0,0.0
-3.0,3.0,1.9720400395834135,-3.0,3.0,30.0,0.0
3.0,3.0,2.29446122976398,3.0,3.0,10.0,0.0
3.0,3.0,2.2218687246576807,3.0,3.0,10.0,0.0
3.0,3.0,1.9312339917362542,-3.0,3.0,30.0,0.0
3.0,3.0,2.4186665829479885,3.0,3.0,10.0,0.0
3.0,3.0,1.71884893345305,3.0,-3.0,10.0,0.0
3.0,-3.0,1.745697243474697,-3.0,-3.0,30.0,0.0
-3.0,3.0,1.7425684090203655,-3.0,3.0,10.0,0.0
-3.0,3.0,1.7832593358451194,-3.0,-3.0,30.0,0.0
-3.0,-3.0,1.6794415732364072,-3.0,-3.0,30.0,0.0
3.0,-3.0,1.7757906699678443,-3.0,-3.0,10.0,0.0
3.0,3.0,1.7370642819273767,-3.0,-3.0,30.0,1.0
3.0,3.0,1.6899514587352176,-3.0,3.0,30.0,0.0
3.0,3.0,1.6643788975111133,-3.0,-3.0,30.0,1.0
3.0,3.0,1.8483622904879098,-3.0,-3.0,30.0,1.0
2.4945999370947396,2.182117794908829,1.2774230338004817,0.08249501027633134,0.8655209325971124,12.226941647557693,1.0
2.505917840631952,0.47981188034953615,2.0208106814053752,1.8128069432568448,2.774099658293424,11.104315866673328,0.0
3.0,2.836814216386045,2.098741722295568,-3.0,-3.0,20.743117154355744,1.0
3.0,3.0,1.828965626170513,-3.0,-3.0,30.0,1.0
2.0288628075497246,-2.193456946451033,2.0046191263775848,-0.6919401113242424,-2.3310502078627278,27.62262652338088,0.0
0.39062597318609815,-3.0,1.699652429828573,-3.0,-3.0,25.529209783293084,0.0
3.0,-3.0,1.7556228639995808,-3.0,-3.0,30.0,0.0
-1.850072714286893,-1.9852655711195564,2.0828393490254618,2.3573298866479333,1.6455501311453429,14.053879871006437,0.0
2.1309418657211414,2.750762261432183,2.046022110623709,-2.2123550069913778,-1.7902296587478412,24.15526744593715,0.0
2.1288926516315914,2.923273844810352,2.1095584570192822,-1.4794670525019062,-2.823220329121761,28.99705093219685,0.0
2.807729738192494,0.985894246008426,1.983193544947539,1.6923970833117494,-2.8777103822338606,13.92194650209252,0.0
-2.6464734386802085,-2.4092818829575524,1.2551041879458298,2.2848385586647204,1.8697399076075676,25.55436680809948,0.0
2.9912257091011774,2.910507388254925,1.221759319121745,-1.0437799809253572,-1.6205822975841986,23.264487167086656,0.0
2.152931994224646,2.182971507143626,1.2936607790134558,2.0201878422035224,-1.3836146958228799,10.620387618276496,0.0
-2.695708979544632,1.143025153540496,1.998381181311107,-2.4301326032135835,2.9947100441523076,17.95543239022864,0.0
2.3899770322535705,-0.8384651736909811,2.0121949517468813,0.09226144906653466,-2.398170290633596,12.2305416763216,0.0
-2.5193380562456276,0.2558938719032521,1.9640671014670208,-0.8589491735282724,0.8342989921868063,25.063217153402377,0.0
-1.1548714889304978,-2.9378755011432887,1.7047646967921724,-2.6330324135494,-2.687648113758151,25.740341816208534,0.0
1.8617068823766474,0.035734839773550776,1.9874786478958757,0.9734543690806985,-2.9157221495500694,20.728240549211343,0.0
2.379803199989368,-2.5432434904357213,1.9779695073009642,0.019713291057778096,-2.5458801893391168,12.437860297281766,0.0
2.6056568652152516,2.764343535956742,2.091308919516506,-2.433328032302574,-1.0320704261663678,29.249360166970703,0.0
1.494038655395537,-1.8062614422637915,2.134730477544146,-0.02612426840707924,-1.467677299345672,10.925583631209612,0.0
-2.9009724244427977,-0.9155125092781673,2.074176559237537,1.2252648861906077,1.1601443920804022,18.50633428457,0.0
2.80287738901542,-2.9534474197933096,2.053225334842643,-1.0878988650703871,0.3682751521352341,12.485218569709629,0.0
1.6676689153785096,-1.5078659944933928,2.033897633405142,0.9926019441683921,-2.894836126109983,23.452543744536687,0.0
-2.695930210891005,-1.1093849096783788,2.1047408559427474,1.6461165671635587,2.3046364744478733,11.985896236414018,0.0
3.0,3.0,2.1158056219854737,-0.5019072418266093,-2.9199026669355135,20.272473011573673,0.0
-2.502433078900223,-1.513586061511896,1.2281302339964402,1.939190613013899,2.333144110278661,22.069745328935127,0.0
2.4676022421970774,0.9538833007155633,1.2462238772246177,-1.9880994769321068,-2.3175821197588022,16.025213237324923,0.0
1.6668152694537344,2.078361504376194,1.2108808881976916,-2.6743454735673367,-2.9528858299617933,25.00670090146293,0.0
-2.3454421227504416,2.8907378264686323,1.264393810606354,-0.34957388054835614,2.4938489335656104,26.907635210671646,0.0
2.048466556784164,-2.3614563525267953,1.713695509786009,-2.7692761641069086,1.803648514750957,19.315057348880117,0.0
3.0,3.0,1.6951353421123354,-3.0,-3.0,10.0,1.0
2.7896795952735984,-2.431358343995074,1.286940903117638,-2.1299919531782514,2.85648596742276,18.249498048578992,0.0
1.911400408249449,2.8038640920742535,1.9952597692144693,0.3923382133071054,-2.862457138491352,28.428118044787627,0.0
0.4323027069625846,1.9438706517344486,1.303321651712346,-0.01672602198403376,-2.173231011895742,16.65148284043512,0.0
-2.203897327830591,-1.7933782300893295,1.8401221848828078,-1.3287611228312688,-0.47994249300243924,12.702224292550028,0.0
1.3592279279051527,1.7785649146657703,1.7115986223853297,1.770609725778943,1.6827690726191293,16.399575651417653,0.0
3.0,-3.0,1.7161148209596002,-3.0,-3.0,20.241073732395087,0.0
-2.3185173185351666,-2.46100863674451,1.6565349248704384,-1.6537033827658316,-0.6453605488723421,24.10405802990658,0.0
2.903360760981934,2.422349715601492,1.6395900155124687,0.26755490194726866,1.5933460015251728,10.143461727091326,1.0
1.0583046734400854,-0.03357516541882951,1.672244755052526,-2.647792866296031,-1.0528717569581836,25.974093628996084,0.0
1.9689985088197985,2.784224932905605,1.8838798195746065,-0.10875533677884285,2.2031142181118657,23.13380456978129,0.0
1.1323382392685015,1.3795386159726175,1.2704212773497756,1.3841947537650736,-2.747656651730645,11.92782545924517,0.0
3.0,-3.0,1.7507234717057962,-3.0,-3.0,30.0,0.0
2.9802982812100787,1.5324805794335208,2.0947493265759833,-0.7498640145028264,-1.7922308682328725,24.377582017125867,0.0
1.5121219810079412,1.735794056590899,2.0691487555531944,-2.1846988061967054,-2.810860108570457,28.952812501607184,0.0
-1.4170864425339997,2.9194162118472002,2.057314835676969,2.382846056039051,-2.951798968263434,25.53027331095819,0.0
-3.0,-3.0,2.0015976142642438,-3.0,3.0,10.0,0.0
1.0089170548681625,1.389070743894262,1.2419679325603088,0.36446370508108106,-2.311951858596776,17.42801958169137,0.0
0.9319660221124922,1.3061818165290413,1.231711007625193,-2.4037612895956335,-2.6105251920861985,14.427057017423058,0.0
2.8704348658343015,2.531405432124154,1.4912620423963903,1.6877612905697785,2.507091607489127,11.16552766099747,0.0
1.9897138444937312,2.9169039662231,1.536347137003122,-1.3142366910771301,-1.4211634197447716,11.18001722580236,0.0
-3.0,3.0,1.989682182065845,-3.0,3.0,10.0,0.0
1.6079421886194725,0.3368346043128651,2.1020616612150524,-2.8606837020569116,-2.6249751481489967,29.43652427733133,0.0
-3.0,3.0,2.0874544773074106,-0.4024948588587467,2.3512745608610333,20.156043360909795,0.0
3.0,3.0,2.078360726615018,-3.0,3.0,10.0,0.0
0.43294944616425124,2.043381944391367,1.2830702691631812,-2.869842967550973,2.886493098930975,18.90396825388534,0.0
2.8789357011536962,2.911980510599382,1.611164901450743,-0.05669220851987192,0.7115041681061776,24.105790060033172,0.0
1.4748709810169292,2.180314425835123,1.8547629005112285,2.376129834624521,-1.7623558918969868,23.736823785002404,0.0
0.7263913750608814,-2.7741832915948117,1.86629295495561,-0.8693713399478814,-2.3446752712795185,13.14234996565617,0.0
2.203860285534688,2.67473643680375,1.2500469059143111,-2.8912225766151933,0.5022181196471576,12.5103639621971,0.0
3.0,-3.0,1.7211600477441809,-3.0,-3.0,30.0,0.0
1.3582751746622355,-2.299193093096538,1.2601947553786084,-1.585248315304929,2.804786379042773,22.898110348004227,0.0
2.6178010605446063,-1.9708379346262797,1.668663686630445,-0.9178747198125693,-2.5111320841081333,24.303898253238685,0.0
-3.0,-3.0,1.2046933497047754,3.0,3.0,30.0,0.0
3.0,-3.0,1.9998429735728944,-3.0,-3.0,30.0,0.0
-3.0,-3.0,2.0079829667827354,-3.0,3.0,10.0,0.0
2.435529878187096,2.255755654986838,1.6757911057621,0.7173269398560979,-2.7800986121054785,20.664254877174702,0.0
3.0,-3.0,1.974607755648546,3.0,-3.0,30.0,0.0
3.0,-3.0,1.968800501516104,3.0,-3.0,30.0,0.0
-3.0,3.0,2.1073615097316734,3.0,3.0,10.0,0.0
-1.0566586134425193,-2.762159085514096,1.2249055576251882,0.3143914228601464,2.2919345097485504,27.51109152205789,0.0
3.0,-3.0,2.049634855772266,-2.032977229653906,3.0,10.0,0.0
3.0,-3.0,1.9852848985716631,3.0,-3.0,30.0,0.0
3.0,3.0,1.958955552295327,-3.0,-3.0,30.0,1.0
2.1855841701250767,2.0011422816719873,1.924794767760657,-2.3775384936251807,-2.0142191023993696,26.751920331254237,1.0
-2.2811207931907918,-1.8986223062972822,1.9187597389160682,2.800820244689074,-2.595491460607983,29.536854345781908,0.0
3.0,3.0,1.9073432457136543,-3.0,3.0,10.0,0.0
1.2406836575293252,-2.4744964999710026,1.9544081329745187,1.5948618229236051,-2.177958439141534,21.48738057293757,0.0
3.0,3.0,1.9460372177593857,-3.0,3.0,10.0,0.0
2.9671037800485247,1.9403697999184508,1.9288161732642808,-1.3018361895383193,-0.8369804829866727,26.97314125551517,1.0
3.0,3.0,1.9484570027222767,-3.0,3.0,10.0,0.0
-3.0,3.0,2.0158263816467623,-3.0,3.0,10.0,0.0
3.0,-3.0,1.3100394636287966,2.1672467266441404,3.0,20.2402290370792,0.0
-3.0,-3.0,2.112438273677403,3.0,3.0,10.0,0.0
3.0,-2.933618189866466,1.9938431306416573,0.6780736992864793,-3.0,17.533754199682615,0.0
-3.0,3.0,2.002354685529646,-3.0,-3.0,30.0,0.0
3.0,3.0,2.005584092878526,-3.0,3.0,10.0,0.0
3.0,3.0,1.979440085830418,-3.0,-3.0,30.0,1.0
-3.0,-3.0,2.0120439210027268,3.0,3.0,30.0,0.0
3.0,3.0,2.0009748356549055,0.5891029584749781,3.0,30.0,0.0
-3.0,-3.0,2.0135944278697187,-3.0,3.0,10.0,0.0
