upper1,upper2,upper3,lower1,lower2,n,penalty
1.9921863079071045,1.9921863079071045,1.9921863079071045,-1.9921863079071045,-1.9921863079071045,19.962932467508356,0.37249502388001887
2.96112270158071,2.0938299422131497,1.7096049888611347,-2.96112270158071,-2.0938299422131497,17.554053946314937,0.33701550065771324
2.119577478632703,1.8734595104893361,1.8356079417852893,6.285533994301575e-16,1.1240757062936024,21.321185644750358,0.27147341744872416
2.9897105216552764,1.80457156367722,-3.0,0.3759754396738851,3.0,10.222216555722145,25.0
-2.7283455565779753,-2.8332506103324784,3.0,1.7891093670652247,3.0,29.7176195718054,25.0
2.630203338063176,2.7193874475539195,-0.1938545574995523,-2.7800038933627724,-3.0,11.490408997221499,25.0
-2.8917885095433546,-2.6788880922454137,1.0630812232674345,0.6604413543550421,3.0,10.97834203583818,25.0
-2.488524977399694,-2.2403684623102564,-1.5198755556673786,0.6284838612490089,-2.991905140729929,28.09782309536058,25.0
-1.8693011286918513,-2.754491178455233,2.2670804171247396,-1.3452644678641295,3.0,11.115264512122323,25.0
-2.122356663565887,-2.873410140623972,-2.2572327332908553,-2.909073539070193,-2.997465621187765,19.86467627923061,25.0
2.920142169974903,-1.9257701938647487,-0.8626127480851239,-1.8674768923806662,2.988966329623679,12.264831524315122,25.0
2.7002601693562296,2.0590471098960905,0.4000030213409258,-0.3146444105362176,-2.9962308122454124,17.478668789392,25.0
-2.6686655650546656,-1.1339606994125881,1.5222831303026343,0.9152574178121157,-3.0,26.53202352085363,25.0
2.961089758092448,-2.5686954390691974,-1.88783777386795,0.3037284830184535,2.9979501792411676,17.045838261634785,25.0
-2.35582813259843,2.7704119648245658,-2.6255201737887557,-2.3989395339415,2.988163813446744,14.026225397888403,25.0
2.632756475329778,-1.4023920414273976,1.7590000836885658,-1.2684415229900936,-3.0,10.149266173779841,25.0
2.7012107632244935,0.8298644175699417,1.6582454755932137,1.9794118908505143,-0.9742873316972843,19.96590988456996,25.0
-0.6270269324148345,-2.4395410072243093,0.4870912009803101,1.7294477989290282,2.2303765429585996,25.443427406675653,25.0
2.298220749297096,-1.2068062635055852,-0.36359921312824284,2.9832208927309196,2.544396279704854,10.902422715534712,25.0
0.7880840621377052,0.2290980400905953,-1.7529425330143953,1.827606246767739,2.9871090036643855,16.6680156288201,25.0
-1.7576788275166537,2.502007165966667,1.2913154826693898,1.2750557898240675,1.9268244204942304,22.31183681712091,25.0
1.718335731299602,-1.3916569574521653,1.4305627720609948,-1.379501900074112,0.5491246545710888,17.08518895887703,25.0
-1.1043267160372907,-0.9023979965933706,1.0085510546205043,-1.6230554317306893,-2.9512930816334983,13.169319323585942,25.0
-2.839214827052357,-2.3745271202746157,2.4988730156014007,0.6288780342725651,0.4127327979727502,18.85853785151342,25.0
-1.3673178369322319,-1.070524488733244,-0.10481458442284053,-1.3260562793675095,-1.0296183633623546,27.757379814026706,25.0
0.3301090658185202,0.6262934576007706,0.2816303607730193,-1.7153983524669836,1.7947699554416552,25.60739601638535,25.0
-1.2882368310759351,-2.7154485872019944,-2.5695865836240706,1.9616042129767672,-1.945026943176778,23.852362744319514,25.0
1.1008852799170574,-1.858806078978902,-2.1211468180459603,1.4904551742569385,-2.112196498238032,12.10776350678174,25.0
-2.4114947877304282,-2.5029747055191702,2.6314105315314835,2.4748214308086514,1.302556351716201,19.27845664239756,25.0
-0.7700745549894958,-2.9233901169060053,0.06046006651218416,-2.6500137725376502,2.6330479911825666,12.421541646643949,25.0
1.1977228406985407,2.0934294555871666,-0.9505296476146365,-2.039207259456575,1.274576699040182,13.204963027607018,25.0
0.5639497785307532,2.876006614635971,0.3310174334233098,1.96429415099976,0.23589622002177757,17.098219514823406,25.0
0.464360005364175,1.5559771108950944,1.5747767338216878,2.70735256289918,0.6882574691037013,19.78747683600187,25.0
-1.913362016385919,1.3712853327943142,0.18631471510798425,-0.6665505497613786,2.2494171780637444,25.828871975533616,25.0
1.4001367958465512,-1.4888767767143247,0.6347708638767613,2.4135225183225923,-0.06666105047561821,17.753147905823234,25.0
-1.5064402475257435,2.4997032901341436,2.040081355542041,-1.9554697638214296,-0.8129626675191197,13.043487140500059,25.0
-0.8035075414003123,-0.7342756952481113,2.921529948608427,-2.887557210902503,0.7513684686275042,14.455049074656445,25.0
1.8473826884143048,1.8676699257795342,-1.8368931720603165,1.9189789674179476,2.3146530317186613,12.930145442076352,25.0
0.29838330770483834,-2.6879372073595738,-1.4298369901945618,2.6481718518928403,-1.059346020733039,20.342823597069767,25.0
0.1440171320140502,-1.600169161749573,0.6888338209865008,-0.01093106223379392,0.43468496424369807,14.517062288689907,25.0
1.6580966071104388,1.353578391824322,-0.6712934992519495,0.6520406668921472,-2.8709086170805027,26.710167137611233,25.0
-0.20500840061570047,1.00125656982829,2.165338288022779,2.8764106337612567,-1.4310216747363174,20.374431753147743,25.0
-2.7824609297813496,1.188018957395622,2.7224061171299923,-0.937595342227878,1.4750603472404196,25.40461828902938,25.0
-0.5823965098570345,1.596608689785553,2.5630357351971735,0.8402549011026674,2.6150784123339132,11.408744367261416,25.0
-0.7804190915467322,0.41245538516702185,-2.3579126177354706,-1.6383308084491652,-1.2502393768592315,14.177346087118604,25.0
1.8628823655660938,1.7732053114270645,-2.05878578008458,1.2622241815712698,2.7120803414429986,11.026592798858381,25.0
0.3590189162561752,0.3748152970815908,-1.0628247474424528,-0.5699891283792002,0.2621307355580784,23.906497744618388,25.0
0.8226770719586192,-0.10797259406144821,2.3852619576856364,-0.07765601679165268,1.1422942517095684,14.070646950422514,25.0
-1.9811498910822651,-0.6995362922078385,2.8375435632700796,-1.1063650167529948,0.3949924172412822,23.485521460463318,25.0
0.4713496566521962,0.36148371705228,0.8583607322443969,-1.1234934714182216,0.05660133420005753,28.09633289518771,25.0
-1.6641139481531364,-1.7688787101303278,-1.1774916143196155,1.3285610121815772,-0.6661038071227217,16.445734416776755,25.0
1.596564921105685,1.1940097845151811,-1.973479146354105,-1.0058708579097249,2.3880561978389956,10.940871094656174,25.0
2.602655673686451,-2.1759039220986534,0.1293919570501023,-2.402838338614353,2.231803282182007,22.43001103524677,25.0
1.8415544936426533,-1.6598567290163455,-0.7232855287517279,0.9636814525842259,-1.1738890557185488,24.14868399838792,25.0
1.9964472405914826,-2.976732764189578,0.5885361958405819,-0.7194509109120482,0.8960013131563955,10.682092790727328,25.0
0.7516775383665899,0.3842166832233631,2.0952538917918044,-0.2420516798170138,2.785571414696264,23.768072500512964,25.0
-0.42433516622150336,0.39616505942110347,-2.7457654543870804,1.3406971292678378,1.334158469528452,15.479535747060172,25.0
0.8251693175652974,1.0715607744888729,1.163092226284821,-0.2921466778198005,-2.963765483567854,20.357966236449016,25.0
0.04658416160661405,-2.5845560783673323,-1.3368886936806739,-0.1693589573961778,1.5939771673217003,17.187151464388517,25.0
-0.24768442667185298,2.957330561560072,-0.44993505679418533,0.5588039589899769,1.4349572007177631,19.182160458774216,25.0
0.3567571095501956,1.9245858006490675,-1.5717185127502655,1.197476898231268,1.360324814163823,10.73049684521358,25.0
-1.1855444849941703,-0.45868690119913413,-1.6328842956596272,-1.90188006979177,1.548716599223921,12.858404769425174,25.0
0.8410362599151537,-1.3573277747985135,-0.5846979676907713,0.4311403213653171,0.4284331976275011,27.16986182225904,25.0
-0.2770100713975361,-1.4374790709435423,1.2318576366976588,-2.3151357870878932,-2.7781161586408,15.205881401783605,25.0
2.875702663546674,-0.5082531913867285,-1.2703810815674301,-2.666501326982448,-0.6515069898434422,21.042772633488617,25.0
1.3554598178514867,-1.5375256542634008,-2.5075620361191646,-1.033274972679255,2.808280088217302,24.684559099852052,25.0
2.545156575539604,1.17626489333807,0.903930575038169,2.1318890231155407,-0.49671434093225564,18.02335304428937,25.0
1.5244307755628341,-0.859023232482587,-2.8214220810713244,1.5824485136619124,-1.5406824452389447,18.498155884974672,25.0
2.3899457795308443,-2.2317282844787565,-0.3023563222588974,2.6049236193446577,1.1118010219459586,22.709067959713842,25.0
-1.4957892947931462,-1.6590527503111843,0.9620105318478798,1.7564060587389,0.8661728114669742,12.905948365583782,25.0
1.394582098629991,2.6241946803634963,1.3794311374357484,1.0848950353168068,2.6559311371441847,16.347310654348966,25.0
-0.9355908264078816,2.998253186099797,2.445592109679864,2.788607934954907,-0.5324813270285289,10.521232641154711,25.0
0.11979169656285027,2.0656177937523186,-0.49493870138413687,2.8241148714935065,-0.21033806178715952,23.848464404762254,25.0
2.1429816324300823,-0.9187762690958396,2.313846381625469,-2.9494037840116683,1.339896209764964,24.55795837982911,25.0
1.5918529006773188,2.275894279889286,1.9286092295877575,2.719671706053443,-2.043147946902701,18.506617141668723,25.0
-1.4554624433568528,-1.5464164440706107,-2.312538387072633,-1.1570476580425715,-2.996758871566672,10.978296020331225,25.0
0.3438579027651434,1.6644227424290996,0.7941797892737519,2.1974366802083587,1.2422590570300258,22.10615818606131,25.0
-1.959249025992683,0.38374879358186664,-1.109029446503821,2.1697560920894183,-0.7810089849484232,26.46200187097415,25.0
1.5212353526518267,-2.9585322075496605,-0.2560710682690934,-0.999479405853168,1.452414841021909,16.35982814781628,25.0
0.18442992449834028,1.9300810432581104,-0.054010294799092584,-2.921339514058596,-2.747539460034735,23.899669985315157,25.0
-0.9454727331847734,2.8067771411043143,1.8830787285052182,-0.6409567692383842,-2.28006539993129,19.014319695899616,25.0
2.524079335540147,-0.9130542393970198,-2.2053882395931366,-1.5820808323840998,0.15284229966378415,20.829745026645284,25.0
0.4209300501550559,-2.4097809011224163,-1.2246502479161623,0.06955189921156668,1.9500799814725234,20.88940358439433,25.0
1.9780298470956748,2.4477701488013066,-2.865722418004091,2.826895273541634,-2.5898563921692848,29.044065398027044,25.0
-0.518373577759975,2.8043537727192236,-1.7035373461995391,-1.4261610573441001,-0.29634900661843133,20.371587050906122,25.0
2.768187007673733,-2.7183205895603217,-2.4149645699944724,1.279343134227199,-2.0344377024799845,10.295263230008654,25.0
2.7711346940118693,0.9838292901726216,1.109174841375884,0.6186451864251015,-0.1694307384396696,18.449159183163783,25.0
2.580516332586587,-1.5599700029048202,2.7860754083206354,-1.193448888245563,2.233987159304535,11.26659464038886,25.0
2.575201520951369,-2.1913778094216916,-0.788950769132613,1.927556057034936,-1.0836093811419758,14.698866957789857,25.0
-2.732389301300983,0.2311597661013325,-2.954148908051874,0.9209947115566406,2.1654389866813046,13.279577285103827,25.0
-1.884248492289712,-1.897541908416875,-0.9999272899438152,2.6669230256569705,-1.8675598562322042,12.01543706552858,25.0
1.0999813091688626,2.4205037695966425,1.47472063507929,2.4952000348485193,-2.532990308644115,20.06493751878142,25.0
1.9642794742628915,0.38307093541946147,2.214147293904862,0.5823006732050602,-2.6068893533870834,24.283988494478116,25.0
-0.5777486632743045,-1.3745237348759485,-2.683688448132481,-0.4261312923771552,2.820190330035941,27.141558342080977,25.0
1.6147938469957577,2.743098166349972,0.01448949044348069,-1.0822268153197347,2.390666499696369,14.019680843281002,25.0
-2.0016711452014335,-1.7965743095646336,0.738134707012001,1.628311958558779,1.8761791325111563,19.555387918341246,25.0
-2.399507798947628,-2.388109010030511,0.5376202299616599,-1.4848456424908165,-2.432884199714899,11.418786003386288,25.0
-2.4955167824166127,-1.388654618514101,-2.463152505264985,-0.505832420637808,-1.230691684083836,12.167665163081685,25.0
-2.503623098675302,-2.2353881778249214,0.44337320654165113,-2.2470466434133787,0.4065448415230879,22.234363856778465,25.0
-1.892971858105362,-0.13175707827492467,-0.9061612093956488,-2.8667395554236452,-0.017486759130195484,23.50822011601588,25.0
1.0683816684068876,-0.5191913080385389,-2.910320667708851,0.5489760948145164,2.4339548703342846,13.784608147288825,25.0
-0.29700278405163116,1.222018738657523,0.23479326292942604,2.108339355254385,0.3235732014087529,26.72459754604374,25.0
-2.075462311105913,-1.7063355671919136,-1.3830003066718795,0.12341009413347015,2.8390028130424367,16.728308083722556,25.0
-0.20007649895610902,-2.453824710609219,2.675898734814286,1.567116297796984,-2.170813867644816,28.07771275344349,25.0
-2.256844615462152,2.4486355958561594,-0.5391140188727612,-1.8498261757007377,-2.156269772444287,21.125088816512534,25.0
-2.46395231658824,-2.0307498206974284,-0.6287166120139291,-2.412047162355583,0.6534363261102452,18.841111981207913,25.0
-2.8487077343269176,2.07581386910762,-1.475186956847057,0.27850335465109355,-2.971618177053508,18.62018191682818,25.0
-1.9659178666115662,-1.7558218097820908,1.336765747829177,-1.0592701391824213,2.6583911494073202,23.24274861951871,25.0
-2.4535853205207294,2.814715336607785,-2.163304055374284,1.3829053302000283,0.5337113207691906,22.32589471807902,25.0
2.9489016413978995,0.8715405328161827,-0.14638327896365766,0.3503701132481014,-0.5443843201178047,14.8605534372542,25.0
2.6614965809500655,0.886182248382569,-0.4059439079776537,-0.9273223943590843,-1.043821656943389,13.47968957200781,25.0
-0.22312564229768928,-1.0620395161143263,-2.017100972743295,-2.9692600348360765,-0.39651849833005803,25.51936138151803,25.0
-2.780670416424044,-1.4938727069558992,-1.7949415795417485,-1.296668914364448,-1.708603661846034,26.650048376028575,25.0
1.422982070708823,0.4026530901633931,2.879086052826681,0.1865248452125554,-1.3923350216114914,14.539576402833356,25.0
-1.8779683986959315,-2.9735920273673515,-1.9302209657597595,-0.8122577416438435,-0.648022904972378,17.17707023665371,25.0
-2.9411839371300736,-1.59305054750098,1.6159327730829034,-1.7029010396127688,-0.27619471328002776,14.952097261824097,25.0
1.594283993262298,-2.597702733032756,1.799136345289118,-0.37246256098393493,-1.3792246813979654,26.758806607192223,25.0
-1.389502982683513,2.5544831063208697,2.9607023240327885,-2.4877889673393287,1.927745120208832,19.830108938148516,25.0
-2.4026389105462713,1.2141607817419533,-2.783970600302893,2.252658654211573,-2.132779302529939,27.64578492159198,25.0
1.4441458098669124,2.1411623890438007,-0.8254559091061585,0.8042254626210351,-0.20817654637194322,26.533494553509087,25.0
0.19395941966947738,2.5015730206542433,2.3498041014707134,2.7377384636661475,-0.06076714817729112,16.999614776172866,25.0
-0.29334069342769453,1.5849444895847,-1.6684526617815476,1.941735152692189,-2.0864393669304975,29.565180729939083,25.0
2.9173069058082888,2.917772147567754,2.130052980976698,1.2579147232553267,-2.2595035310483613,13.90955765918541,25.0
0.5885370010367731,1.9017950057474355,0.3652582289500657,-2.558524202129567,2.658886439399724,28.10471572615902,25.0
0.39022453295363085,-0.332184356695068,1.1974856025936613,-0.012831742065450834,-2.1015846942931335,18.654435655972478,25.0
0.6886666202631289,-1.7287604438400859,0.09435037262906887,2.234408845228028,0.08287944521399959,22.016210909019165,25.0
1.4887896113317556,-2.664071530974887,-0.019693915792660555,-2.787467046373318,-1.3992640145723008,14.664247336957885,25.0
-2.424956243643756,-0.6520024274642519,-1.1432144935406434,0.532795946906518,-0.9975718493549576,14.161187680974317,25.0
-1.7216795493566206,-1.2337730327566994,2.5976483090892217,-1.3447376193351501,2.581580423685528,15.83160903065591,25.0
2.002527583538262,0.6348769476899432,1.9622902576096992,2.108175782193584,-2.1166892572479874,19.188468397118474,25.0
1.23369106177713,2.7829781107713902,-1.3039449366899487,-2.160273352802794,0.39730225062736385,13.28930485190918,25.0
1.8022061280033135,2.4709609223379725,-0.7563045778328885,-1.2268237640420494,-1.2968039705256609,24.341029755825137,25.0
2.539890687878593,2.636256099867492,2.0003670375044664,-1.1571652825937815,-0.3303469451392055,19.98264888451984,25.0
2.9211056145752012,2.9441919285155658,1.9836866065681198,2.143254864310198,-2.897193229327157,14.35540708360481,25.0
-0.27960851868947767,0.3560942930114648,1.692464045850407,-0.7721353068932629,2.9826890236022345,18.3321878455951,25.0
-1.6316774852634506,1.233920585584188,1.7237908025425808,0.329294115597577,-2.9666633402197786,16.079883285363515,25.0
0.586492021699486,0.7735869583802988,1.8507622409473958,0.19788178949236712,2.957005644212819,19.902915230104597,25.0
1.528655946414439,-1.6942846558542763,1.8258055444703205,-1.8274421429279348,-2.987472395356684,27.52790425879473,25.0
1.2865682607066868,-2.838582597013567,2.531275275886688,-0.7797269543881459,-2.970570608611333,17.627017617702815,25.0
-1.33557337445353,0.3488730556351094,0.8264191622342713,1.0092184291932824,-2.9462894283651684,20.464225639753344,25.0
0.9555642591236138,0.29647344524491187,2.7541629392311986,-2.6323708185628383,-2.9184683176779225,22.72533866564621,25.0
-0.8552986278247164,0.10410364056745608,-2.0899525294511405,2.361838113919886,-2.989774576593157,24.76304226118017,25.0
-1.0017195576285527,0.8788087273802672,-1.0314137478625918,2.55854182408879,2.9396971516324593,16.840341391238823,25.0
-2.72806089122891,-1.3241025981541967,-0.22500142186124303,-1.7756456946982,2.9833106572889174,12.73498051138896,25.0
2.217243260364333,-0.7032208121794722,-2.715025121473586,1.5900204557208564,-2.966657188006694,27.61295506709074,25.0
-2.691952006746579,-0.030607310657212325,-2.538408073333997,2.470582347940323,-2.9819571615621463,22.42406776917196,25.0
2.680720396596612,-0.8349304387642892,-1.6025796146634914,2.1286496358175504,-2.943745231446669,28.613328846770457,25.0
-0.934641731109555,1.224933422124468,-0.3330729521681439,-2.0774559583753995,-2.9825046197367877,27.85733625695318,25.0
1.532075515038702,-1.4585814847927951,2.4151185334153347,0.7256935067004,-2.919776509522771,27.12776834071164,25.0
-1.5116275233142031,-0.032443862137477776,2.066335962653452,-1.99000119807496,-2.9882135159752066,14.824644152031851,25.0
2.6662985451719408,2.4713910530808776,1.2613981879282101,-1.2842434502384288,2.9186210245423894,24.624812467227738,25.0
-1.0974572581857156,-2.821017334251752,-2.654972081910297,2.4046616704580845,-2.737029813190328,22.47475414399017,25.0
1.4174866430285196,1.5594342590532817,0.9329859450973111,-2.9572725535059146,-2.976153674162941,16.900323172572545,25.0
1.6833643851718947,1.709355224139419,0.15765236844944402,1.811832823300336,-2.9523953992989913,15.945365886574425,25.0
-0.48071412092388,-0.1373492599233817,-2.5975678792299894,1.1177677737683982,-2.9694396600266093,10.439797371327755,25.0
-0.6386466080719878,0.2846598552310838,-2.3863810366627085,2.3762460261358425,2.9946466306810264,19.966792643692024,25.0
1.3261028836806568,-1.2027332636788424,0.7663807085386538,-0.040835101425328466,-2.9429359204894814,26.7354010798623,25.0
-1.1085841689554492,-2.1784804522251493,-2.2849560153063915,1.790350534926178,2.9890162344890006,25.136921602894542,25.0
2.3461640033979796,-0.773363751171252,1.0358587149424858,2.0724036605673293,-2.91891552489919,28.973705457631837,25.0
1.3943481803094535,0.021872750767650464,2.4722271105770277,-0.6893321128849755,2.9200111410453777,24.62791293669684,25.0
-2.9180382387047965,1.9142875631852254,1.1363146701951239,2.2906366175413657,2.998740109853265,22.171724294591353,25.0
1.1925275129569446,1.4744945115734776,0.6617290083068493,-1.1692709178105833,-2.9769972410463548,25.904877885409153,25.0
-2.7860909938717673,-0.22053142608578463,2.240641698874178,-2.645875788187271,-2.717579735385358,13.121359075282601,25.0
0.5012579237230479,-2.9552833245026964,1.5486313852015106,2.9010425929971184,2.9303217622747555,18.366271724181733,25.0
-1.4025334281320465,0.602714122904589,-0.6973775663656935,-1.6155280425682432,2.9801038826605533,11.338686404251005,25.0
