,index,upper1,upper2,upper3,lower1,lower2,alpha,power,sample_size,max_ess,obj_func,temperature,execute_time,seed,runs,obj_func_corrected
0,1001,1.7158383372154724,1.3258620986160057,1.126789984954246,-1.4481229026350373,-1.2038790440056244,0.1719031352368399,0.9999998791475924,85.00657814351439,223.61303620704595,0.2703938175696815,100.0,301.4345426559448,8751773241367132777523954489757548060,Run_1,5.282893002133717
1,1002,1.5772554812929152,1.3258620986160057,1.126789984954246,-1.494357552363606,-1.2038790440056244,0.1786198739599948,0.9999999014379652,85.00657814351439,222.29952916070613,5.53369744994668,99.8,301.4345426559448,8751773241367132777523954489757548060,Run_1,5.533626334421509
2,1003,1.5752574223748383,1.3258620986160057,1.126789984954246,-1.494357552363606,-1.2038790440056244,0.1787330795597804,0.9999999017377132,85.00657814351439,222.2662372157287,5.537972439828016,99.6,301.4345426559448,8751773241367132777523954489757548060,Run_1,5.537883115677074
3,1004,1.5752574223748383,1.3258620986160057,1.126789984954246,-1.3108210001688267,-1.020342491810845,0.1784729669361843,0.9999997807598864,85.00657814351439,216.57704567380463,5.490748700655377,99.4,301.4345426559448,8751773241367132777523954489757548060,Run_1,5.4906891884690285
4,1005,1.5752574223748383,1.3258620986160057,1.126789984954246,-1.289014085699075,-1.020342491810845,0.1784328181739138,0.9999997561106282,85.00657814351439,216.14483183023825,5.486354110103187,99.2,301.4345426559448,8751773241367132777523954489757548060,Run_1,5.4863687137532935
5,1006,1.5752574223748383,1.3258620986160057,1.126789984954246,-2.0127021974506176,-1.7440306035623874,0.1789625138133524,0.999999969769428,85.00657814351439,233.7033645301466,5.621283640562321,99.0,301.4345426559448,8751773241367132777523954489757548060,Run_1,5.621312754657455
6,1007,2.112941841426026,1.3258620986160057,1.126789984954246,-2.0127021974506176,-1.7440306035623874,0.1623555128716664,0.9999999686847232,85.00657814351439,238.94186679881307,5.037503201842686,98.8,301.4345426559448,8751773241367132777523954489757548060,Run_1,5.0375062628242855
7,1008,2.262352180357696,1.4752724375476756,1.126789984954246,-2.0127021974506176,-1.7440306035623874,0.1502370256639152,0.9999999675010754,85.00657814351439,241.4152454652484,4.65641380273089,98.6,301.4345426559448,8751773241367132777523954489757548060,Run_1,4.656447343699242
8,1009,3.126170012394419,2.339090269584399,1.990607816990969,-1.1488843654138945,-0.8802127715256642,0.0272596285226098,0.9999968897509168,85.00657814351439,239.6584180856981,3.175827698281221,98.4,301.4345426559448,8751773241367132777523954489757548060,Run_1,3.175830306711016
9,1010,3.126170012394419,2.339090269584399,1.990607816990969,-1.8599660860367904,-1.5912944921485603,0.0272880493410262,0.9999973213588712,85.00657814351439,248.4713997499097,3.232813619979022,98.2,301.4345426559448,8751773241367132777523954489757548060,Run_1,3.2328041437324417
10,1011,3.126170012394419,2.339090269584399,1.990607816990969,-1.8599660860367904,-1.5912944921485603,0.027287793096416,0.9999677261320268,71.17720380293918,208.04847107737103,2.969670755447585,98.0,301.4345426559448,8751773241367132777523954489757548060,Run_1,2.969657181609854
11,1012,3.126170012394419,2.339090269584399,1.990607816990969,-1.9792258326449843,-1.5912944921485603,0.0272884025674219,0.999966418503286,71.17720380293918,208.5079464961878,2.972606904970691,97.8,301.4345426559448,8751773241367132777523954489757548060,Run_1,2.9726410649404
12,1013,3.377406651094086,2.590326908284066,1.990607816990969,-1.9792258326449843,-1.5912944921485603,0.024697305438615,0.9999653285797032,71.17720380293918,209.76578499215324,2.99991084971607,97.6,301.4345426559448,8751773241367132777523954489757548060,Run_1,2.9999249162739527
13,1014,2.931520961760246,2.590326908284066,1.990607816990969,-1.9792258326449843,-1.5912944921485603,0.0253967330483475,0.9999656710319392,71.17720380293918,209.2882080423473,2.991442584155363,97.4,301.4345426559448,8751773241367132777523954489757548060,Run_1,2.991445924240479
14,1015,2.931520961760246,2.590326908284066,1.990607816990969,-1.660114589019755,-1.272183248523331,0.0253942527529798,0.9999670143172756,71.17720380293918,207.17018049773085,2.977762688763467,97.2,301.4345426559448,8751773241367132777523954489757548060,Run_1,2.97774671516204
15,1016,2.931520961760246,2.590326908284066,1.990607816990969,-1.660114589019755,-1.272183248523331,0.0253944655096898,0.9999995901135004,95.67303495199566,278.46909557796977,3.441296909858746,97.0,301.4345426559448,8751773241367132777523954489757548060,Run_1,3.441286842388904
16,1017,2.931520961760246,2.590326908284066,1.990607816990969,-1.660114589019755,-1.272183248523331,0.0253942181241216,0.9999891364788496,77.4679437599582,225.4809692579813,3.0972309265455467,96.8,301.4345426559448,8751773241367132777523954489757548060,Run_1,3.0971947862040237
17,1018,2.432779776311009,2.0915857228348287,1.491866631541732,-2.158855774468992,-1.7709244339725685,0.0745828774181587,0.9999990181414996,77.4679437599582,225.67446035410163,3.0986171072042503,96.6,301.4345426559448,8751773241367132777523954489757548060,Run_1,3.098608367067305
18,1019,2.95958955741842,2.0915857228348287,1.491866631541732,-2.158855774468992,-1.7709244339725685,0.0720793625691034,0.9999989712832016,77.4679437599582,226.72497280330333,3.0874229115433893,96.4,301.4345426559448,8751773241367132777523954489757548060,Run_1,3.0874309707862704
19,1020,2.940077526469941,2.0915857228348287,1.491866631541732,-2.158855774468992,-1.7709244339725685,0.0721135441866355,0.9999989818566396,77.4679437599582,226.70631792064256,3.087535074757204,96.2,301.4345426559448,8751773241367132777523954489757548060,Run_1,3.0875235323220305
20,1021,3.4623815058426537,2.613889702207541,2.0141706109144444,-1.6365517950962798,-1.2486204545998558,0.0233157750761446,0.9999879928881636,77.4679437599582,226.20464514533117,3.1183231459482803,96.0,301.4345426559448,8751773241367132777523954489757548060,Run_1,3.1183003600129906
21,1022,3.143590362222428,2.613889702207541,2.0141706109144444,-1.6365517950962798,-1.2486204545998558,0.0235917837163028,0.9999875606269728,77.4679437599582,225.86018549225625,3.1138163368259653,95.8,301.4345426559448,8751773241367132777523954489757548060,Run_1,3.113819568156697
22,1023,3.072351632923099,2.5426509729082127,2.0141706109144444,-1.6365517950962798,-1.2486204545998558,0.0241473767050625,0.9999875507353054,77.4679437599582,225.32425163911304,3.1058634713994864,95.6,301.4345426559448,8751773241367132777523954489757548060,Run_1,3.1058774840336
23,1024,3.072351632923099,2.5426509729082127,2.0141706109144444,-1.6365517950962798,-1.2486204545998558,0.0241464426646132,0.9999863445309202,77.09147764950744,224.2287234307418,3.098726802189197,95.4,301.4345426559448,8751773241367132777523954489757548060,Run_1,3.0987562164851052
24,1025,2.9268721704266563,2.39717151041177,1.868691148418001,-1.7820312575927226,-1.3940999170962989,0.033898981668836,0.999992653876062,77.09147764950744,224.3585746641681,3.036691402854326,95.2,301.4345426559448,8751773241367132777523954489757548060,Run_1,3.036711174539973
25,1026,2.820066375949244,2.290365715934357,1.761885353940589,-1.8888370520701352,-1.5009057115737112,0.0429680402461198,0.9999958535616366,77.09147764950744,224.4402073717085,3.004979972666419,95.0,301.4345426559448,8751773241367132777523954489757548060,Run_1,3.00496904935593
26,1027,2.820066375949244,2.290365715934357,1.761885353940589,-1.8888370520701352,-1.5009057115737112,0.0429672312411381,0.7256664589749404,10.95330510058006,31.88880933484689,4.899426261920526,94.8,301.4345426559448,8751773241367132777523954489757548060,Run_1,4.899428387964401
27,1028,2.820066375949244,2.290365715934357,1.761885353940589,-2.070781383987944,-1.5009057115737112,0.0429703099944342,0.7256810206758972,10.95330510058006,31.984976126121307,4.899260831408671,94.6,301.4345426559448,8751773241367132777523954489757548060,Run_1,4.899263215354391
28,1029,2.820066375949244,2.290365715934357,1.761885353940589,-2.070781383987944,-1.5009057115737112,0.0429702536777026,0.9471636892990728,22.61411656003697,66.03617925099812,0.7789005109879632,94.4,301.4345426559448,8751773241367132777523954489757548060,Run_1,0.7788067098272842
29,1030,2.820066375949244,2.290365715934357,1.761885353940589,-2.070781383987944,-1.5009057115737112,0.0429696674032348,0.9899772377659588,33.1655031835374,96.8476665217487,1.883868407081076,94.2,301.4345426559448,8751773241367132777523954489757548060,Run_1,1.8837676957395644
30,1031,3.129585824278732,2.5998851642638456,1.761885353940589,-2.070781383987944,-1.5009057115737112,0.0401020159009495,0.989681034636378,33.1655031835374,97.66247101445948,1.8884342175755888,94.0,301.4345426559448,8751773241367132777523954489757548060,Run_1,1.8887008458261905
31,1032,3.8275612426573975,3.2978605826425107,2.4598607723192543,-1.3728059656092784,-0.8029302931950459,0.0070946104146471,0.946814167873007,33.1655031835374,97.49052602456764,1.2540398402872306,93.8,301.4345426559448,8751773241367132777523954489757548060,Run_1,1.253990105791131
32,1033,3.323810681249355,3.2978605826425107,2.4598607723192543,-1.3728059656092784,-0.8029302931950459,0.0073516179650055,0.9470279279539242,33.1655031835374,97.14658726494773,1.2515113925636192,93.6,301.4345426559448,8751773241367132777523954489757548060,Run_1,1.2514860537450572
33,1034,3.323810681249355,3.2978605826425107,2.4598607723192543,-1.7918777163592128,-0.8029302931950459,0.0073519798235574,0.9470461771595474,33.1655031835374,97.60578266081244,1.2547501759286757,93.4,301.4345426559448,8751773241367132777523954489757548060,Run_1,1.2547732029970975
34,1035,3.155569661780298,3.1296195631734536,2.4598607723192543,-1.7918777163592128,-0.8029302931950459,0.0077562059923948,0.947495692029279,33.1655031835374,97.15631955669912,1.253095733885908,93.2,301.4345426559448,8751773241367132777523954489757548060,Run_1,1.2531571715756629
35,1036,3.155569661780298,3.1296195631734536,2.4598607723192543,-1.7918777163592128,-0.8029302931950459,0.0077559758123589,0.9982085697941248,57.5914139019493,168.70985369656134,2.856303727436459,93.0,301.4345426559448,8751773241367132777523954489757548060,Run_1,2.856647442444919
36,1037,1.6535594260888242,1.6276093274819798,0.9578505366277804,-3.2938879520506865,-2.30494052888652,0.1930006732069522,0.9999951718055328,57.5914139019493,164.64530462318214,5.761661607070463,92.8,301.4345426559448,8751773241367132777523954489757548060,Run_1,5.761649474849207
37,1038,3.268692272548824,3.2427421739419797,2.57298338308778,-1.678755105590687,-0.6898076824265202,0.0056069680769648,0.9974390399775932,57.5914139019493,168.7409022911909,2.861997027208281,92.6,301.4345426559448,8751773241367132777523954489757548060,Run_1,2.8620161844015755
38,1039,4.240511792838073,3.2427421739419797,2.57298338308778,-1.678755105590687,-0.6898076824265202,0.0052342241712466,0.9974183933249112,57.5914139019493,169.51117229639996,2.871496675592355,92.4,301.4345426559448,8751773241367132777523954489757548060,Run_1,2.8715908915745816
39,1040,4.311537492760603,3.313767873864509,2.6440090830103102,-1.6077294056681568,-0.61878198250399,0.0042510623332311,0.9967914889255876,57.5914139019493,169.4883987749034,2.866298944903779,92.2,301.4345426559448,8751773241367132777523954489757548060,Run_1,2.866329185764547
40,1041,3.9089400794394487,2.9111704605433557,2.6440090830103102,-1.6077294056681568,-0.61878198250399,0.0050606140960305,0.99692773813129,57.5914139019493,167.63162816159408,2.847005137124956,92.0,301.4345426559448,8751773241367132777523954489757548060,Run_1,2.8469537575941075
41,1042,2.340756482120008,1.342986863223914,1.075825485690869,-3.175913002987598,-2.186965579823431,0.1674209485259967,0.9999924342539156,57.5914139019493,166.0449829565506,4.7437899267007655,91.8,301.4345426559448,8751773241367132777523954489757548060,Run_1,4.743792341937038
42,1043,2.518744674774142,1.520975055878049,1.253813678345004,-2.997924810333463,-2.0089773871692964,0.1255710202605253,0.9999828474068144,57.5914139019493,167.26821223886574,3.5064124849553204,91.6,301.4345426559448,8751773241367132777523954489757548060,Run_1,3.5064148773146844
43,1044,2.518744674774142,1.520975055878049,1.253813678345004,-2.8697237927888244,-2.0089773871692964,0.1255708206492566,0.999983167185579,57.5914139019493,167.2100874419089,3.5060406230851524,91.4,301.4345426559448,8751773241367132777523954489757548060,Run_1,3.5060364091067835
44,1045,2.518744674774142,1.520975055878049,1.253813678345004,-3.3112117571602084,-2.4504653515406805,0.125571214451004,0.9999831163569968,57.5914139019493,168.20515348735975,3.5125034428994693,91.2,301.4345426559448,8751773241367132777523954489757548060,Run_1,3.512490681792462
45,1046,2.803066076682105,1.805296457786012,1.253813678345004,-3.3112117571602084,-2.4504653515406805,0.1124950753632213,0.9999816633621053,57.5914139019493,170.08942745229385,3.2463852999250067,91.0,301.4345426559448,8751773241367132777523954489757548060,Run_1,3.2463912117920097
