,index,upper1,upper2,upper3,upper4,upper5,lower1,lower2,lower3,lower4,alpha,power,sample_size,max_ess,obj_func,execute_time,seed
0,10001,10.67586982595073,6.675869825950731,6.675869825950731,2.6758698259507314,2.6758698259507314,-5.324130174049269,-5.324130174049269,-1.3241301740492686,-1.3241301740492686,0.005656258793201416,0.898673856048625,54.44210212583968,267.9022972366178,2.0413261028450718,49673.68457865715,1511282172
1,10002,7.743454043528157,3.743454043528157,3.743454043528157,3.743454043528157,3.743454043528157,-5.344276826820462,-5.344276826820462,-1.3442768268204617,2.6557231731795383,0.0002772180615962751,0.8532512903626052,81.23332463160443,343.5606472622851,2.9467491602216445,49673.68457865715,1511282172
2,10003,14.011271332708995,10.011271332708995,10.011271332708995,6.011271332708995,2.0112713327089953,-9.988728667291005,-9.988728667291005,-5.988728667291005,-1.9887286672910047,0.022148402371020476,0.9046896356228099,39.6819432398311,198.40702334518483,1.4100753668752175,49673.68457865715,1511282172
3,10004,14.051209180539065,10.051209180539065,10.051209180539065,6.051209180539064,2.0512091805390638,-4.029455916704541,-4.029455916704541,-0.029455916704541174,0.8574480790697774,0.019997174705562504,0.9056891504556738,40.898159381526035,203.0306573945071,1.460854113743891,49673.68457865715,1511282172
4,10005,11.751008076654493,7.751008076654492,7.751008076654492,3.751008076654492,1.3382356810224565,-7.754210603478506,-3.754210603478506,0.24578939652149456,0.24578939652149456,0.08591316115705391,0.888588743197163,24.63556450208759,114.99216834050092,0.9648670210311682,49673.68457865715,1511282172
5,10006,12.901020986712602,8.901020986712602,8.901020986712602,8.901020986712602,4.901020986712603,4.901020986712603,4.901020986712603,4.901020986712603,4.901020986712603,1.9385912407544508e-10,0.024420105724820118,160.0,160.00008153581663,119.60033484881721,49673.68457865715,1511282172
6,10007,12.858756307294161,12.858756307294161,8.858756307294161,4.858756307294161,4.858756307294161,-0.137553187894083,-0.137553187894083,3.862446812105917,3.862446812105917,6.815259144030271e-07,0.831247593714952,143.67135293531123,571.1167984520638,4.8189696040588395,49673.68457865715,1511282172
7,10008,8.884904391528796,8.428565960559084,5.21333197365347,3.6817432349633057,3.6817432349633057,-0.9162024114103202,2.852223852278312,3.6817432349633057,3.6817432349633057,2.5823048666469654e-05,0.886478450827823,160.0,525.1150348273532,3.8196950070322,49673.68457865715,1511282172
8,10009,11.8652790050277,11.224597950359566,8.266194967485994,7.024151760165936,4.901020986712603,-3.3536067221404577,-1.0178356127016999,-0.5620728701102502,3.43792712988975,4.7261867644602163e-07,0.8987208112138456,137.45884472931218,677.2306575125223,4.778961854956363,49673.68457865715,1511282172
9,10010,16.974071020274224,15.439701535861033,11.901486830464851,8.901020986712602,4.901020986712603,-0.11411392819366117,0.5799720643736306,1.6553218178111888,1.6553218178111888,4.7460805026599456e-07,0.9176344843994214,142.71159059178706,433.16373227183044,3.2433304955813966,49673.68457865715,1511282172
10,10011,13.20460304226071,10.875179878927877,7.398582370841255,4.272667141338845,4.272667141338845,-1.262693580507488,2.360995382156358,4.002886227085748,4.002886227085748,4.244023214536219e-06,0.8507034859988918,154.45817845790333,556.4555363972668,4.369762024695876,49673.68457865715,1511282172
11,10012,11.202844410348856,8.495686815049568,7.60546056003189,7.338879785559697,3.3388797855596968,-3.53846840322682,-2.968536305365057,-0.6611202144403032,3.3388797855596968,0.0001666843960485754,0.9277771063522315,104.24070019756553,516.2869027050051,3.8510109044043994,49673.68457865715,1511282172
12,10013,6.61184684717969,6.449865871902921,5.278578491104044,4.656222317365035,1.8942042523248237,-0.00884931073370887,0.249220447946217,1.1701759833607905,1.1701759833607905,0.020764118921020334,0.8288608170036065,38.432857161995415,175.62864453289464,2.0512145275454596,49673.68457865715,1511282172
13,10014,10.411354869398796,9.714491777436319,6.869212178139755,6.311699762860026,2.3116997628600258,-3.8680931380224903,-3.8213837577792207,-1.6883002371399742,2.3116997628600258,0.00553571948532087,0.9115279050365721,61.31538298840271,303.7228760262917,2.2955663958979207,49673.68457865715,1511282172
14,10015,14.615113964322765,12.136888783626555,9.240375420016129,5.737284811518545,1.7372848115185449,-11.236278051123723,-8.093188195175594,-4.6333623311510825,-0.6333623311510828,0.04116845173879834,0.9036470815365429,33.268153449332765,166.29170655255973,1.0928441965425695,49673.68457865715,1511282172
15,10016,6.244835192290073,5.954359090076592,5.311983903350556,2.002676433041139,2.002676433041139,-4.9973361587815655,-4.614000763125593,-2.9048247710769575,1.0951752289230425,0.031700134295011076,0.9162253209681345,39.78208278404061,173.0492959548401,1.2148125053112553,49673.68457865715,1511282172
16,10017,9.794818522195598,8.112575085653921,6.353706989170127,5.071744935421837,1.0717449354218365,-5.208141799779513,-2.097952664718852,1.0717449354218365,1.0717449354218365,0.07293293558828486,0.867683994934361,30.728243390093514,150.01210214854984,1.215213294830683,49673.68457865715,1511282172
17,10018,7.7671464391369325,6.311292628993547,5.52086272927238,4.204722734577969,3.2419942525341847,-5.117878952764525,-3.4654509184019586,-1.685519833384558,2.3144801666154415,0.0005673703798983245,0.8566338780199818,67.62459870801652,310.33502667406924,2.679784395379155,49673.68457865715,1511282172
18,10019,10.808251131399595,8.930529120452842,5.033019882735561,1.8133069695935193,1.8133069695935193,-10.804150821876531,-7.457086111339478,-5.482812533577694,-1.4828125335776938,0.04873188776548469,0.9168349147063175,34.939574905185864,171.2213652681827,1.1546865395226433,49673.68457865715,1511282172
19,10020,14.98325727005194,13.655461800017395,10.395927382901455,7.818658633998273,3.8186586339982727,-2.7724887492288124,-2.7261917499818535,-0.9003741849051714,3.0996258150948286,5.771105268350554e-05,0.9176146669906602,101.16716379579678,503.9733919894134,3.701698821959958,49673.68457865715,1511282172
20,10021,11.317421223436984,8.983324417760256,6.024491337874553,2.4981581250659444,1.298780852699352,-2.5655380526447527,0.9097621061383596,1.298780852699352,1.298780852699352,0.03801028531955741,0.7881154996183589,34.10102963191581,135.67214736368774,2.831956567088297,49673.68457865715,1511282172
21,10022,14.012761826830861,10.440196570254791,6.620712421829548,3.7135610332106137,2.3691537680447015,-6.903401461695787,-3.1857750727816816,-2.4252548115828283,1.5747451884171717,0.008494045580159546,0.8775650899737082,45.763552855300404,215.77563629642765,1.7429308055020818,49673.68457865715,1511282172
22,10023,6.305689151671265,3.785546635278621,2.3865381303489612,2.3259400871261633,2.3259400871261633,-6.4732239499606,-3.142991064486603,0.5957832896450639,0.5957832896450639,0.018253710841183737,0.9005658783632866,44.79191889663958,184.35427942475877,1.3513517546367815,49673.68457865715,1511282172
