,alpha_mean,power_mean,sample_size_mean,execution_times_min,seed,best_obj_val,best_obj_index,better_than_tri
0,0.19315663558575386,0.9074857610451368,29.36179260253906,6.830891903241476,59316,0.289790286931464,202,False
1,0.22007997977646765,0.9098335135248531,28.49208447265625,6.733514412244161,35353,0.27550803776560645,586,False
2,0.2134592938881394,0.9100692669886618,28.786766357421875,6.824863302707672,33634,0.28886132607889614,44,False
3,0.20327738659200476,0.9082217841146821,28.538757690429687,6.945900019009908,39979,0.2883012921687205,352,False
4,0.21991869546582557,0.9085059887946104,26.871334106445314,6.828584118684133,91546,0.2750185569799867,605,False
5,0.20002311938386408,0.907758337202916,28.99694836425781,6.919514254728953,82229,0.3011330226273283,729,False
6,0.19899035122989675,0.9075688841976005,28.935632568359374,6.872551318009695,48047,0.2869398573697344,514,False
7,0.20517276097628834,0.9090409364925944,28.56163671875,7.007915103435517,92980,0.28815587552090316,937,False
8,0.1961145177580248,0.9083187192616671,29.41304162597656,6.6520576556523645,95095,0.2859090985771674,315,False
9,0.1921756210588197,0.9078052211833635,29.428294311523437,6.901794866720835,86357,0.30674312489275535,770,False
10,0.19156461028412833,0.9079387046313018,29.71321447753906,6.956188491980234,76412,0.2920587964989795,117,False
11,0.19780052728186434,0.9087761384556154,31.284546142578126,6.5919504682223,63822,0.3129758913147161,462,False
12,0.18477032552226047,0.9068089564794788,30.139679565429688,6.7420326471328735,95662,0.28057005335032936,80,False
13,0.21798617878748,0.9090645121841845,27.487237548828126,7.003694005807241,17818,0.277411534931491,417,False
14,0.208645257579442,0.908624740539166,28.297460205078124,6.748355054855347,43413,0.29180482667557534,888,False
15,0.19955590156356515,0.9082963639582893,28.809950439453125,6.933545351028442,13756,0.28608307431690344,690,False
16,0.2100248418490745,0.9098712238919494,28.981085571289064,6.7271835962931315,83768,0.28988876852326284,802,False
17,0.2020467974225426,0.908556533714036,29.20468994140625,6.601882286866506,76897,0.2699032299186508,567,True
18,0.18669265338070593,0.9074361194813562,30.663151733398436,6.9608802676200865,24431,0.27198807816122056,866,False
19,0.1955872790324092,0.9082190770196005,28.828558715820314,7.130991168816885,81535,0.29330813203047384,326,False
20,0.20935605464076124,0.9087548018611774,28.610140258789063,6.670081055164337,47536,0.2884396268793022,766,False
21,0.19607043478136968,0.9082842530980081,30.35169189453125,6.774009795983632,31248,0.289457597947982,308,False
22,0.19043572560559913,0.9074418690383692,29.047892333984375,6.975861847400665,35366,0.2788925512574827,572,False
23,0.2095731436207766,0.9088524005853641,27.317932739257813,7.065498582522074,27223,0.2745229983202796,866,False
24,0.20427761683764015,0.9081100459850391,28.217841186523437,7.272108642260234,77208,0.2915390277498093,40,False
25,0.22473129304399106,0.9100596794317127,27.54641796875,6.543979756037394,11030,0.2827600404363556,425,False
26,0.2151715571148361,0.9084143298893287,28.42893835449219,6.648975519339244,59659,0.2803000179010751,587,False
27,0.20217364969941273,0.9084174716102077,28.3981279296875,6.88495880762736,68857,0.267505056565625,656,True
28,0.196064445735775,0.9080380402032495,30.64972937011719,6.911426424980164,65141,0.29825381447335875,821,False
29,0.20302420869926066,0.9084852994628636,28.05616271972656,6.7692107518514,19191,0.2774390204622832,597,False
30,0.20557308674942862,0.9083249913447156,27.90668640136719,6.6485629638036094,3934,0.28518846330840764,21,False
31,0.19574289146332985,0.9079639293564405,28.7105029296875,6.6710737903912865,96271,0.29752701936195386,342,False
32,0.20053197985472934,0.9078486183002692,29.24282165527344,6.740942883491516,18927,0.2867732806324957,144,False
33,0.21710776931996484,0.9087386534344548,27.8124248046875,6.719167959690094,91063,0.29347626719342557,826,False
34,0.20652704625270085,0.9087946803900339,28.55309521484375,6.627031807104746,16987,0.29619203578462694,559,False
35,0.20539721207036468,0.9090787435820443,28.526555541992188,6.708502117792765,69778,0.2990294916938482,348,False
36,0.20869182556962898,0.9086461598414667,29.072296630859373,6.766664250691732,83093,0.28665676798784273,918,False
37,0.20556878693989988,0.9093713178414375,30.589023681640626,6.853994059562683,48487,0.2978232200092166,151,False
38,0.22677065299914123,0.9103618707254393,28.817271728515625,6.904733864466349,63467,0.28724420993956823,279,False
39,0.180383663871745,0.9066662036545307,28.63606982421875,7.056951419512431,86287,0.267191037821218,239,True
40,0.20850312825026174,0.9085484210294318,29.316339599609375,6.304089879989624,87245,0.28496361429557426,967,False
41,0.19300318200400887,0.9076866250086473,29.158016723632812,6.67664570013682,86143,0.2962418341595653,462,False
42,0.199915986650886,0.9080107012093833,28.218451293945314,7.145066551367441,39488,0.2909820387494369,868,False
43,0.19478000465198686,0.9078618702776023,28.959121704101562,7.006526776154836,87777,0.2923821371046533,634,False
44,0.19915219795363168,0.9091530158448058,29.585091918945313,6.760800405343374,28685,0.292584425625902,429,False
45,0.19793215171561637,0.9081166478978264,29.0277587890625,6.582452627023061,13109,0.28871943639904585,937,False
46,0.2083699229127438,0.9092566165529099,28.42344738769531,6.830765418211619,45024,0.31127599764835245,309,False
47,0.19116668195867192,0.9078264462817589,30.220518798828124,6.8165002504984535,89817,0.30084426988702584,978,False
48,0.19084474426094966,0.9082368237686248,30.02467431640625,6.762678531805674,59018,0.2992390607867578,555,False
49,0.20276951712793256,0.9086095676286723,28.519844360351563,6.784906919797262,4593,0.27134565631150775,252,False
