n,c,delta_u3,delta_l3,delta_u2,delta_l2,feasible
20.848481735978933,1.9054957584612762,0.0,1.0115322354916874,0.5461179681433668,0.8240757062936017,0
21.579963113133502,1.8643073753723862,0.3378515687040468,0.4115322354916873,0.5461179681433668,1.4240757062936018,0
16.321183598389325,1.5356079417852893,0.3378515687040468,0.4115322354916873,0.0,0.8240757062936017,0
24.034002475133647,1.9201191366239778,0.3378515687040468,0.6378445005171958,0.0,0.8240757062936017,0
21.74674260147069,1.9060032178565314,0.0,0.8787330267386163,0.5461179681433668,0.8240757062936017,0
26.321183598389325,1.933340384395944,0.0,0.4115322354916873,0.0,0.8240757062936017,0
16.321183598389325,2.135607941785289,0.3378515687040468,0.4115322354916873,0.0,1.4240757062936018,0
20.483385108971675,1.901695242369736,0.3378515687040468,1.0115322354916874,0.5461179681433668,0.8240757062936017,0
16.321183598389325,1.6762453125029264,0.0,1.0115322354916874,0.5461179681433668,0.8240757062936017,0
24.018233655027217,1.9237130371397317,0.0,0.684251351523208,0.0,0.8240757062936017,0
22.007459908081213,1.867143590117022,0.0,0.4115322354916873,0.5461179681433668,1.4240757062936018,0
21.921028769381984,1.906508374721163,0.0,0.8567875837124466,0.5461179681433668,0.8240757062936017,0
26.264600374488833,1.9423413213969392,0.3378515687040468,0.4115322354916873,0.0,0.8240757062936017,0
23.893294761131152,1.9236448639414752,0.0,0.7012519233672052,0.0,0.8240757062936017,0
16.321183598389325,2.135607941785289,0.3378515687040468,1.0115322354916874,0.0,1.4240757062936018,0
20.940065370720017,1.9064423610549865,0.0,1.0115322354916874,0.5461179681433668,0.8240757062936017,0
23.877344117623156,1.9171909205612094,0.3378515687040468,0.6576711197068568,0.0,0.8240757062936017,0
23.055374327611883,1.8816437550108311,0.3378515687040468,0.4115322354916873,0.0,1.4240757062936018,0
21.94373596465704,1.9050499072342826,0.0,0.8561660778318266,0.5461179681433668,0.8240757062936017,0
16.321183598389325,1.7733448524938995,0.3378515687040468,0.4115322354916873,0.0,1.4240757062936018,0
