n,c,delta_u3,delta_l3,delta_u2,delta_l2,obj_f
7.860620191314942,-0.30400941724701314,3.1729062042101597,2.8882406253498667,0.04317302011787831,1.1833960584932752,2.0
4.482211899894858,-1.0337964852821657,0.27686694125271744,3.6232678876493103,3.7824989932325455,2.8463252386561644,2.0
151.80471369392103,2.4337154977602538,1.5705828880432444,1.6367557076405013,3.2180394054007513,0.8856502461565379,2.0
2.6394820367841345,0.5368601052363005,2.6194774652566704,2.144543891615974,1.8284627156226954,1.367487604226854,2.0
154.14925231202352,1.4628630249026324,1.150110632438728,1.9730935226103719,0.9049580714784895,0.0,2.0
4.2211906009076445,1.7413051831724315,1.56288376925873,2.564172718436512,2.7941226438089153,2.656572014013278,2.0
152.9211289621982,3.4087013662462997,1.5914906932516488,2.999341798912126,2.4240437593065405,1.0317630731486334,2.0
152.5843899785546,4.434874808486228,1.233544569854003,0.6452295527792399,0.7107865128852371,3.253724100745585,2.0
2.259173307204459,0.9901340533031844,3.6504856858396497,3.0969401213021532,3.013890319714652,0.10814315992591218,2.0
152.15414727640754,4.728444824467259,3.4500958135436233,2.395780491329805,3.9035446721192635,3.6915434539871623,2.0
152.62838048286517,2.649538163125468,2.3490594477960394,2.3147651318880413,2.5976108256661714,2.6292979279979374,2.0
152.61853505479894,4.121965735941853,3.3125129522796106,3.289376706469683,3.525850045409597,3.3397962012586158,2.0
154.14925231202352,4.693602277004772,0.637066231336249,0.18561828000429376,2.4284565969304825,4.0,2.0
2.425056901627271,1.9515850310871299,1.8969481890227518,0.32256689821024803,1.4422285594509439,1.8330696891178895,2.0
2.3825492437776896,2.329265261829013,3.6054662275597846,0.4085503588602221,3.716676395726956,2.251224946904941,2.0
154.03554205855056,3.2466192767412743,0.5431745293574668,1.2643084309924262,1.2523002506790135,3.5455702525642696,2.0
