c,delta_u3,delta_l3,delta_u2,delta_l2,feasible
1.5356079417852893,0.3378515687040468,1.0115322354916874,0.5461179681433668,1.2765391188559152,0
1.7940454184311263,0.0,0.4115322354916873,0.09632767754248947,0.9896269614180363,0
1.5356079417852893,0.3378515687040468,0.4115322354916873,0.5461179681433668,1.271026483964647,0
1.9042304894539335,0.0,0.8727286487556158,0.10206199390436585,1.1654995575758733,0
1.5356079417852893,0.0,0.4115322354916873,0.5461179681433668,1.2604050384543435,0
1.80140645545595,0.0,0.833273175976318,0.5461179681433668,1.0835400080415545,0
1.9061503649700566,0.0,0.726880123038883,0.0,1.1663190302759385,0
1.8166515259376335,0.20521774949257554,1.0115322354916874,0.0,0.9340165721069934,0
1.5356079417852893,0.0,0.4115322354916873,0.0,1.2694418787899362,0
1.7338683304794977,0.0,0.4115322354916873,0.5461179681433668,1.143026597188463,0
1.5356079417852893,0.3378515687040468,0.4115322354916873,0.5461179681433668,1.2685202063346948,0
1.8935404981357298,0.0,0.8835556261649289,0.1735872620999728,1.1620863948130464,0
1.9026079149697621,0.0,0.6873044380944073,0.0,1.1654508977603557,0
1.5356079417852893,0.0,1.0115322354916874,0.5461179681433668,1.2490035721388053,0
1.8018361322610745,0.0,0.6130643269031261,0.3325915851310947,0.9830343882086539,0
1.8191926101953202,0.21202631576571146,1.0115322354916874,0.0,0.9317496372102274,0
1.8361761281914433,0.0,1.0115322354916874,0.5461179681433668,1.1280415405143274,0
1.5356079417852893,0.3378515687040468,0.4115322354916873,0.5461179681433668,1.2663321432654429,0
1.9046827761537817,0.0,0.6864086705441677,0.0,1.1658643538005693,0
1.7407946274237607,0.0,0.4115322354916873,0.5461179681433668,1.1399367372591782,0
1.5356079417852893,0.0,0.4115322354916873,0.0,1.266555862812765,0
1.6007645150793937,0.3378515687040468,0.4115322354916873,0.5461179681433668,1.1906930209436637,0
1.8096756042839515,0.1515855711532999,1.0115322354916874,0.2540870292547627,0.9361762313167467,1
1.8062579464173751,0.0824083617339185,1.0115322354916874,0.3909671949599066,1.100503442723475,0
1.8119028716845755,0.0820143619781452,1.0115322354916874,0.36843000237756723,1.1025540830100837,0
1.8885077247060804,0.0,1.0115322354916874,0.29960151386769285,1.1607618590591282,1
1.9608523199625028,0.014561549728460525,0.4115322354916873,0.0,0.8240757062936017,1
1.825942649984463,0.17344252623058146,0.7183912869591252,0.0,0.9164823911798924,0
1.7295206882714853,0.3378515687040468,1.0115322354916874,0.5243404626080571,1.4240757062936018,1
1.81801176304756,0.13575290815619853,0.7491474770498241,0.112828971768299,0.9373984162874717,0
1.81946219636535,0.1361296908800007,0.7505677552499465,0.11597052846636643,0.9373838419871213,0
1.8207736930042007,0.13675517059548684,0.7511613870651942,0.11735184821536339,0.9371096616021284,1
1.8950780511395109,0.0,0.595430250720054,0.05584001169755492,1.1736073717499627,0
1.8924858273376666,0.0,0.5996426284621176,0.06960951610476734,1.1728806967123035,0
1.6827942534619442,0.3378515687040468,1.0115322354916874,0.5461179681433668,1.1166009868192492,0
