Unnamed: 0,index,upper1,upper2,upper3,lower1,lower2,alpha,power,sample_size,max_ess,obj_func,execute_time,seed
0,1001,0.6940721382500379,0.6940721382500379,0.6940721382500379,0.6940721382500379,0.6940721382500379,0.2438184851754494,0.64058406662708,20.0,20.0,2.276732579615379,353.93977403640747,1511282172
1,1002,4.981433614049914,0.9814336140499136,0.9814336140499136,-3.628484087744655,0.3715159122553456,0.2066977402447142,0.8044672655176498,20.0,44.79146395768679,1.6299811876098396,353.93977403640747,1511282172
2,1003,8.646128600681356,4.646128600681357,0.6461286006813568,0.6461286006813568,0.6461286006813568,0.1173428891534268,0.5986687981023889,20.0,53.08522881520121,3.5635844415298115,353.93977403640747,1511282172
3,1004,0.8544945241516398,0.8544945241516398,0.8544945241516398,-3.1455054758483603,0.8544945241516398,0.2814816791311457,0.7888947612845059,20.0,36.05377334655114,1.9728501183236555,353.93977403640747,1511282172
4,1005,0.968484078546227,0.968484078546227,0.968484078546227,-3.073845589796844,0.0348038140840964,0.2846286201019036,0.8517203497359407,20.0,41.819816233921216,2.0088077117445287,353.93977403640747,1511282172
5,1006,9.086319578801836,5.086319578801836,1.0863195788018358,-2.913680421198164,-2.913680421198164,0.138668450617322,0.7701726960541448,20.0,59.99563086729815,2.1119544220331847,353.93977403640747,1511282172
6,1007,4.895030989699113,0.895030989699113,0.895030989699113,-1.6197480169437304,0.895030989699113,0.1853441263322049,0.784819933786392,25.5177349520944,51.00649935744567,1.864223751198946,353.93977403640747,1511282172
7,1008,8.884131617857353,4.884131617857354,0.8841316178573536,-7.115868382142646,-3.1158683821426463,0.1883125765126439,0.8268015628993453,20.0,59.99859212074128,2.0779161823205685,353.93977403640747,1511282172
8,1009,5.022426201556467,1.0224262015564674,1.0224262015564674,-3.92374535160096,0.0762546483990405,0.2049798687432287,0.814932682869747,20.0,47.27633322367187,1.6794856499174653,353.93977403640747,1511282172
9,1010,1.144681807947699,1.144681807947699,1.144681807947699,-2.8553181920523008,-2.8553181920523008,0.2291261887484728,0.815765702449467,20.0,53.57510463325113,2.1286426673142618,353.93977403640747,1511282172
10,1011,0.9800472916389418,0.9800472916389418,0.9800472916389418,-7.019952708361059,-3.0199527083610582,0.2858683564592804,0.8588094814885392,20.0,51.91648389094146,2.4450585208550413,353.93977403640747,1511282172
11,1012,4.957765133914433,4.957765133914433,0.9577651339144324,-4.972647327059017,-3.042234866085568,0.169090592306848,0.8072939913653424,20.0,59.99815648784696,2.0481616466130586,353.93977403640747,1511282172
12,1013,5.065436420339402,1.0654364203394022,1.0654364203394022,-1.3269326880673389,-1.3269326880673389,0.1972278063273638,0.8124744530175219,20.0,52.60068312493423,1.869538483270592,353.93977403640747,1511282172
13,1014,5.068211129255474,1.068211129255474,1.068211129255474,-4.7404368624855895,-0.7404368624855888,0.1969617959431309,0.8129948476181363,20.0,52.67753003967981,1.8689028270067796,353.93977403640747,1511282172
14,1015,4.949384076144905,0.9493840761449048,0.9493840761449048,-3.599159266427707,0.4008407335722935,0.2132898016231349,0.8073366745513844,20.0,44.32187189881094,1.64297573303591,353.93977403640747,1511282172
15,1016,4.954040535334066,0.954040535334066,0.954040535334066,-2.285418350115398,0.2099188414264716,0.2202274262810726,0.8229689728752914,20.0,45.73378320883671,1.690139831834609,353.93977403640747,1511282172
16,1017,4.788402681896425,0.7884026818964252,0.7884026818964252,-3.211597318103575,0.7884026818964252,0.2152305882171372,0.7587560916699201,20.0,39.99868558647864,1.7497170212366555,353.93977403640747,1511282172
17,1018,4.983891843517783,0.9838918435177828,0.9838918435177828,-3.686287357998444,0.3137126420015556,0.208502974290921,0.8091817600040778,20.0,45.24837184314853,1.640763802817429,353.93977403640747,1511282172
18,1019,4.9713509743112905,0.97135097431129,0.97135097431129,-3.02864902568871,0.97135097431129,0.1656867590783753,0.7916736794293433,28.630935898663104,57.26001170819957,1.9889378330813885,353.93977403640747,1511282172
19,1020,4.941489649334191,0.9414896493341904,0.9414896493341904,-2.639794140030137,0.2931651166598861,0.2204011779797861,0.8191326629187132,20.0,45.06254563444264,1.6772238816513778,353.93977403640747,1511282172
20,1021,4.973623023118353,0.9736230231183536,0.9736230231183536,-3.8022633164142414,0.1977366835857581,0.2153060883441842,0.8197216569463831,20.0,46.03838770910211,1.6794033462408815,353.93977403640747,1511282172
21,1022,6.722730020588721,2.7227300205887217,1.0293907451747195,-4.679906050538229,-2.9706092548252805,0.1516698737214808,0.7870488768986922,20.0,59.904817752668826,2.061681581393709,353.93977403640747,1511282172
22,1023,9.033579899244254,5.033579899244254,1.0335798992442538,-4.690347348332187,-0.6903473483321876,0.150503403500322,0.7855790959154485,20.0,59.9151230749282,2.065155041960488,353.93977403640747,1511282172
23,1024,4.991894659965618,0.9918946599656188,0.9918946599656188,-3.791201027605891,0.2087989723941092,0.2100393400285836,0.8151451935478745,20.0,46.09173622558609,1.662410167727875,353.93977403640747,1511282172
24,1025,5.03208268938527,1.0320826893852697,1.0320826893852697,-2.060997958819982,-0.2928621820134987,0.2063281407437504,0.8207305138106888,20.0,49.64130756340808,1.7680862179870285,353.93977403640747,1511282172
25,1026,8.963295819719834,4.963295819719834,0.9632958197198342,-1.7183999010315372,-1.7183999010315372,0.1675066561024575,0.8053918193681603,20.0,59.93269277219207,2.045808204149721,353.93977403640747,1511282172
26,1027,4.92803406832601,0.92803406832601,0.92803406832601,-2.6690886830084284,0.3745694649050398,0.2200217331241432,0.81385657363514,20.0,44.34258884907596,1.6648160098557063,353.93977403640747,1511282172
27,1028,4.972572393491872,0.9725723934918712,0.9725723934918712,-3.798041396982253,0.2019586030177463,0.2154583745483635,0.8196760063010838,20.0,45.99929942227776,1.6790011345230884,353.93977403640747,1511282172
28,1029,4.745261556527172,0.7452615565271721,0.7452615565271721,-1.807444317824268,0.7452615565271721,0.2280255404469369,0.7719556661482506,20.0,39.978778856775584,1.758414758999086,353.93977403640747,1511282172
29,1030,8.96082650262737,4.96082650262737,0.9608265026273703,-6.066186564760415,-2.066186564760415,0.1683196894786088,0.8064559492000518,20.0,59.9910059073122,2.047648861791685,353.93977403640747,1511282172
30,1031,4.901465082561471,0.9014650825614712,0.9014650825614712,-3.706791829444757,0.2932081705552433,0.231021474136912,0.826426334428826,20.0,44.77876034453869,1.7197803229174873,353.93977403640747,1511282172
31,1032,4.964426331956533,0.9644263319565328,0.9644263319565328,-2.7034465243293813,0.3385973689833014,0.2124664168915352,0.8107905152644478,20.0,44.89732682808999,1.646541402839816,353.93977403640747,1511282172
32,1033,4.912296323441378,0.9122963234413786,0.9122963234413786,0.9122963234413786,0.9122963234413786,0.1001971412289053,0.6769862244873983,37.748676337308446,73.77755737785401,3.4046310142428764,353.93977403640747,1511282172
33,1034,0.9865344740838532,0.9865344740838532,0.9865344740838532,-0.6508146894075402,-0.6508146894075402,0.2765698184132831,0.8420545946177765,20.0,40.0278046384753,1.873881209144244,353.93977403640747,1511282172
34,1035,0.8685769903089752,0.8685769903089752,0.8685769903089752,-2.138363524756555,0.4067541155642131,0.3055436852111163,0.8462848328023869,20.0,37.99030521390092,2.083186805519305,353.93977403640747,1511282172
35,1036,6.384622792247446,2.384622792247445,0.9705106651515176,-3.651896515951648,0.3481034840483527,0.1504385579420226,0.7737321516125589,20.0,53.82780179608422,1.8706057279405013,353.93977403640747,1511282172
36,1037,4.750825261023618,0.7508252610236172,0.7508252610236172,-3.2491747389763828,0.7508252610236172,0.2263788973216165,0.7703147680885323,20.0,39.99870886449351,1.7567909842624938,353.93977403640747,1511282172
37,1038,2.3879647776369914,2.3879647776369914,1.0400596493212524,-1.9182315012910456,-1.9182315012910456,0.1514937463003853,0.7853133657498819,20.0,58.29920535365721,2.0008341406953765,353.93977403640747,1511282172
38,1039,5.060862101249876,1.0608621012498765,1.0608621012498765,-2.871639792872488,-0.9547842574064525,0.1991369293533176,0.8151521372938987,20.0,53.69030428730089,1.9180551664043968,353.93977403640747,1511282172
39,1040,5.008960900494471,1.0089609004944713,1.0089609004944713,-3.594665386794639,0.4053346132053615,0.1983887752749183,0.7958520287779615,20.0,44.743545190759846,1.614197973495429,353.93977403640747,1511282172
40,1041,5.072481625289641,1.0724816252896412,1.0724816252896412,-3.8379286357975744,0.1620713642024259,0.1899045311961252,0.7991607444772,20.0,47.02036145428494,1.6422393129137889,353.93977403640747,1511282172
41,1042,6.297211572834618,2.297211572834618,1.012775934042479,-2.865830354885164,-0.1317049550398208,0.153360840150999,0.7873901162244048,20.0,55.50419372414093,1.8761327046999372,353.93977403640747,1511282172
42,1043,4.9771272512595806,0.9771272512595804,0.9771272512595804,-3.510908294177864,0.4890917058221362,0.2018229112854531,0.7922152611307569,20.0,43.85493878735518,1.6174407083035538,353.93977403640747,1511282172
43,1044,4.89235457571063,0.8923545757106308,0.8923545757106308,-3.107645424289369,0.8923545757106308,0.1861014458764779,0.7251987307916106,20.0,39.99867251879717,1.8170679545050927,353.93977403640747,1511282172
44,1045,5.063343046661989,1.0633430466619889,1.0633430466619889,-3.870473035471097,0.1295269645289037,0.1929428204331757,0.8028587123265696,20.0,47.18829420979124,1.6505078159648645,353.93977403640747,1511282172
45,1046,5.002845238241402,1.0028452382414028,1.0028452382414028,-0.4180106890068531,-0.4180106890068531,0.2039796781679344,0.802767298677431,20.0,44.30207466790989,1.5980812601543986,353.93977403640747,1511282172
46,1047,5.013772377804765,1.0137723778047647,1.0137723778047647,-0.4506966258386311,-0.4506966258386311,0.2020154902686877,0.8025515031533418,20.0,44.6550998561985,1.601148229349063,353.93977403640747,1511282172
47,1048,5.000360990077853,1.0003609900778532,1.0003609900778532,-1.164375486929316,-0.1224536551434496,0.213095211600288,0.8237595287162083,20.0,47.10790024084237,1.6942090241858363,353.93977403640747,1511282172
48,1049,5.059896414033656,1.059896414033655,1.059896414033655,-0.5779658800108849,-0.5779658800108849,0.1925967577192022,0.7986351695945164,20.0,46.374752690712405,1.6336478599712692,353.93977403640747,1511282172
49,1050,4.931566843663827,0.9315668436638274,0.9315668436638274,-0.4476246850695071,-0.4476246850695071,0.2244681700826905,0.8202868421617617,20.0,44.01175220817325,1.6580430729290838,353.93977403640747,1511282172
50,1051,5.022133529334987,1.022133529334987,1.022133529334987,-1.1718017975195327,-0.1730972639634667,0.2073750227896347,0.8193858716672706,20.0,47.566204853659166,1.6904504519942485,353.93977403640747,1511282172
51,1052,5.065622728164258,1.065622728164258,1.065622728164258,-0.6271778219108093,-0.6271778219108093,0.1919239373254873,0.799363520193731,20.0,46.88248977138792,1.6478483551890075,353.93977403640747,1511282172
52,1053,5.0434592573607775,1.0434592573607775,1.0434592573607775,-0.6198687602038859,-0.6198687602038859,0.1977930763081559,0.8046282845585235,20.0,46.65255199450718,1.6500528955358291,353.93977403640747,1511282172
53,1054,4.928897970072597,0.9288979700725972,0.9288979700725972,-0.4699521014763199,-0.4699521014763199,0.2259796467149659,0.8224346311191962,20.0,44.35574427456355,1.6763968464798904,353.93977403640747,1511282172
54,1055,5.0669761818307935,1.0669761818307937,1.0669761818307937,-0.5938726433769808,-0.5938726433769808,0.1909962256159881,0.7975827947703115,20.0,46.5777437719626,1.6377100278744927,353.93977403640747,1511282172
55,1056,4.999520693209699,0.999520693209699,0.999520693209699,-0.8029483972542301,-0.8029483972542301,0.2129167807443546,0.8220140023331439,20.0,48.03274211730647,1.739777512287645,353.93977403640747,1511282172
56,1057,4.897885312688064,0.8978853126880633,0.8978853126880633,-3.6612474816709,0.3387525183290998,0.229662930977738,0.8226936308940668,20.0,44.40321158880653,1.7064992090016533,353.93977403640747,1511282172
57,1058,5.046412741675499,1.0464127416754987,1.0464127416754987,-0.3324588097623915,-0.3324588097623915,0.1899375734087719,0.786285676878725,20.0,43.8761408078159,1.5739461839129398,353.93977403640747,1511282172
58,1059,5.044631410406458,1.0446314104064582,1.0446314104064582,-0.3392605476597874,-0.3392605476597874,0.1906099455515048,0.7872509771309883,20.0,43.9251161897207,1.5748581089183902,353.93977403640747,1511282172
59,1060,0.9983675607679944,0.9983675607679944,0.9983675607679944,-0.3839266604301744,-0.3839266604301744,0.2657564319287752,0.8237620786099797,20.0,36.666848896000175,1.6823634372105571,353.93977403640747,1511282172
60,1061,5.042506475565519,1.0425064755655191,1.0425064755655191,-0.3270813142763802,-0.3270813142763802,0.1907494476581813,0.7867302507630429,20.0,43.79752060361987,1.5730863089576086,353.93977403640747,1511282172
61,1062,6.173930459274262,2.173930459274262,1.018726634075002,-0.6139479555183975,-0.6139479555183975,0.1487681110834875,0.7751662125081329,20.0,53.51717473250024,1.84083469306822,353.93977403640747,1511282172
62,1063,5.042449288006472,1.042449288006472,1.042449288006472,-0.9933320314184352,-0.1722739238485584,0.2008028747122447,0.8122338432490164,20.0,47.139254278761015,1.65673820662602,353.93977403640747,1511282172
63,1064,4.995269454915239,0.9952694549152388,0.9952694549152388,-0.2764504844044831,-0.2764504844044831,0.2008899736242183,0.7924767207908245,20.0,41.28162189552258,1.4979089377201782,353.93977403640747,1511282172
64,1065,4.971817607519226,0.971817607519226,0.971817607519226,-0.2492550729256343,-0.2492550729256343,0.2056979824838924,0.7945357819206553,20.0,41.110418835361685,1.5123033655638305,353.93977403640747,1511282172
65,1066,4.954369662920941,0.9543696629209408,0.9543696629209408,-0.2371214568039737,-0.2371214568039737,0.2095871697735786,0.7966818980653092,20.0,41.00785180717249,1.5239539192494584,353.93977403640747,1511282172
66,1067,5.032845986606769,1.032845986606769,1.032845986606769,-5.741441002698999,-1.7414410026989997,0.2073132923169292,0.8227985080311537,20.0,56.16562404151119,2.050609794199714,353.93977403640747,1511282172
67,1068,4.941963192886325,0.9419631928863248,0.9419631928863248,-0.2322514378590437,-0.2322514378590437,0.2125274224847238,0.7985331109990362,20.0,40.94698370694686,1.5329352989267322,353.93977403640747,1511282172
68,1069,4.934580177575487,0.9345801775754876,0.9345801775754876,-0.2305096758164206,-0.2305096758164206,0.2143371397105015,0.7997370596236231,20.0,40.91459467793795,1.5386389839933583,353.93977403640747,1511282172
69,1070,4.927782578956828,0.9277825789568284,0.9277825789568284,-0.2295709574349727,-0.2295709574349727,0.2160404397386607,0.8009051355725065,20.0,40.88701110518711,1.544160462073767,353.93977403640747,1511282172
70,1071,4.924514054561652,0.9245140545616516,0.9245140545616516,-0.2301011132870283,-0.2301011132870283,0.2169126834260601,0.8015736501607985,20.0,40.87676365910147,1.5468903478828464,353.93977403640747,1511282172
71,1072,4.9231976425375485,0.9231976425375488,0.9231976425375488,-0.2303223803020943,-0.2303223803020943,0.2172648121773863,0.8018430483698114,20.0,40.87267288822976,1.5480125770609263,353.93977403640747,1511282172
72,1073,4.921757425862882,0.9217574258628826,0.9217574258628826,-0.2310961271568984,-0.2310961271568984,0.2176787075147269,0.8021979096056464,20.0,40.86979001368181,1.5492424079803755,353.93977403640747,1511282172
73,1074,4.92048446101785,0.9204844610178498,0.9204844610178498,-0.2318709558264875,-0.2318709558264875,0.2180497535278411,0.8025215399839329,20.0,40.86751661610567,1.550343672108048,353.93977403640747,1511282172
74,1075,4.920561959288338,0.9205619592883376,0.9205619592883376,-0.2318339641261549,-0.2318339641261549,0.2180276980262066,0.8025030071660658,20.0,40.86768519930932,1.550275959911622,353.93977403640747,1511282172
